date,ticker,market,industry,close,log_ret,volume,turnover,marketcap,beta,ret_market,ret,China,Software,stock_ret,event_day,actual_event_date,expected_ret,abnormal_ret,event
2022-10-31,2230,China,Software,35.03,,,1.429187,,,-0.009255909279944,0.031811,1,1,0.031811,-91,2023-03-15,-0.005653402601453078,0.037464402601453076,GPT4
2022-11-01,2230,China,Software,35.45,,,1.110688,,,0.0351351212641948,0.01199,1,1,0.01199,-90,2023-03-15,0.0350230604165643,-0.023033060416564298,GPT4
2022-11-02,2230,China,Software,35.78,,,1.134962,,,0.0119345320473773,0.009309,1,1,0.009309,-89,2023-03-15,0.0137638578770843,-0.004454857877084301,GPT4
2022-11-03,2230,China,Software,35.42,,,0.760153,,,-0.0081652696677364,-0.010061,1,1,-0.010061,-88,2023-03-15,-0.004654025896110859,-0.005406974103889141,GPT4
2022-11-04,2230,China,Software,35.7,,,1.186917,,,0.0321745465323323,0.007905,1,1,0.007905,-87,2023-03-15,0.03231022164899074,-0.02440522164899074,GPT4
2022-11-07,2230,China,Software,34.99,,,1.06327,,,0.0021536714062327,-0.019888,1,1,-0.019888,-86,2023-03-15,0.004801443369533955,-0.024689443369533954,GPT4
2022-11-08,2230,China,Software,35.3,,,1.162515,,,-0.006903231322547,0.00886,1,1,0.00886,-85,2023-03-15,-0.0034975928183887065,0.012357592818388706,GPT4
2022-11-09,2230,China,Software,34.53,,,0.996381,,,-0.0093936655923869,-0.021813,1,1,-0.021813,-84,2023-03-15,-0.005779631695031127,-0.016033368304968872,GPT4
2022-11-10,2230,China,Software,33.89,,,0.813314,,,-0.0077246758043791,-0.018535,1,1,-0.018535,-83,2023-03-15,-0.004250300193662959,-0.01428469980633704,GPT4
2022-11-11,2230,China,Software,34.46,,,1.029704,,,0.0274965785166765,0.016819,1,1,0.016819,-82,2023-03-15,0.028023698208200394,-0.011204698208200393,GPT4
2022-11-14,2230,China,Software,34.23,,,0.869993,,,0.0014712913615914,-0.006674,1,1,-0.006674,-81,2023-03-15,0.004176163750884738,-0.01085016375088474,GPT4
2022-11-15,2230,China,Software,35.05,,,1.209717,,,0.0187880445371218,0.023956,1,1,0.023956,-80,2023-03-15,0.020043879852591713,0.0039121201474082885,GPT4
2022-11-16,2230,China,Software,34.87,,,1.170713,,,-0.0082030359090714,-0.005136,1,1,-0.005136,-79,2023-03-15,-0.004688631921250672,-0.0004473680787493283,GPT4
2022-11-17,2230,China,Software,35.75,,,1.392868,,,-0.0041097376640134,0.025237,1,1,0.025237,-78,2023-03-15,-0.0009378540581131546,0.026174854058113154,GPT4
2022-11-18,2230,China,Software,34.85,,,1.44723,,,-0.0044867469743072,-0.025175,1,1,-0.025175,-77,2023-03-15,-0.0012833158570314225,-0.023891684142968578,GPT4
2022-11-21,2230,China,Software,34.07,,,1.076022,,,-0.008570466593736,-0.022382,1,1,-0.022382,-76,2023-03-15,-0.005025316617984251,-0.01735668338201575,GPT4
2022-11-22,2230,China,Software,33.33,,,0.87461,,,0.0001183227878866,-0.02172,1,1,-0.02172,-75,2023-03-15,0.002936409334773092,-0.024656409334773092,GPT4
2022-11-23,2230,China,Software,33.18,,,0.690706,,,0.0010489054404143,-0.0045,1,1,-0.0045,-74,2023-03-15,0.003789122380331108,-0.008289122380331108,GPT4
2022-11-24,2230,China,Software,32.56,,,0.773366,,,-0.0044409772049624,-0.018686,1,1,-0.018686,-73,2023-03-15,-0.001241376025780022,-0.01744462397421998,GPT4
2022-11-25,2230,China,Software,32.27,,,0.521471,,,0.0050362638085252,-0.008907,1,1,-0.008907,-72,2023-03-15,0.0074428252390375555,-0.016349825239037555,GPT4
2022-11-28,2230,China,Software,31.41,,,0.883354,,,-0.011328899441765,-0.02665,1,1,-0.02665,-71,2023-03-15,-0.007552928398002968,-0.019097071601997032,GPT4
2022-11-29,2230,China,Software,32.39,,,0.884175,,,0.0303861691021326,0.0312,1,1,0.0312,-70,2023-03-15,0.03067149266455224,0.0005285073354477574,GPT4
2022-11-30,2230,China,Software,32.25,,,0.579576,,,0.0011984743546364,-0.004322,1,1,-0.004322,-69,2023-03-15,0.00392617561683912,-0.008248175616839121,GPT4
2022-12-01,2230,China,Software,32.97,,,0.905736,,,0.0107727022556604,0.022326,1,1,0.022326,-68,2023-03-15,0.01269924806792448,0.009626751932075519,GPT4
2022-12-02,2230,China,Software,32.97,,,0.600744,,,-0.0061349324765045,0.0,1,1,0.0,-67,2023-03-15,-0.0027935839405871642,0.0027935839405871642,GPT4
2022-12-05,2230,China,Software,33.43,,,0.741092,,,0.0194249416377961,0.013952,1,1,0.013952,-66,2023-03-15,0.02062748246429727,-0.006675482464297269,GPT4
2022-12-06,2230,China,Software,33.43,,,0.74024,,,0.0053877074495605,0.0,1,1,0.0,-65,2023-03-15,0.007764860661334758,-0.007764860661334758,GPT4
2022-12-07,2230,China,Software,33.9,,,1.04761,,,-0.0024618264885694,0.014059,1,1,0.014059,-64,2023-03-15,0.0005721626538952567,0.013486837346104744,GPT4
2022-12-08,2230,China,Software,33.72,,,0.717617,,,0.0001866722345375,-0.00531,1,1,-0.00531,-63,2023-03-15,0.0029990394135281434,-0.008309039413528143,GPT4
2022-12-09,2230,China,Software,34.0,,,0.788804,,,0.0098183316139603,0.008304,1,1,0.008304,-62,2023-03-15,0.011824737572521681,-0.0035207375725216806,GPT4
2022-12-12,2230,China,Software,34.4,,,0.824318,,,-0.0112684199109239,0.011765,1,1,0.011765,-61,2023-03-15,-0.007497509693605941,0.01926250969360594,GPT4
2022-12-13,2230,China,Software,33.16,,,0.796717,,,-0.0019652818460086,-0.036047,1,1,-0.036047,-60,2023-03-15,0.0010271572674993745,-0.03707415726749938,GPT4
2022-12-14,2230,China,Software,33.83,,,0.693319,,,0.0023302135568703,0.020205,1,1,0.020205,-59,2023-03-15,0.004963212766943895,0.015241787233056105,GPT4
2022-12-15,2230,China,Software,34.04,,,0.569663,,,-0.0007327800501798,0.006208,1,1,0.006208,-58,2023-03-15,0.002156525365133901,0.004051474634866099,GPT4
2022-12-16,2230,China,Software,33.9,,,0.428293,,,0.0005661368370848,-0.004113,1,1,-0.004113,-57,2023-03-15,0.003346751049932131,-0.007459751049932132,GPT4
2022-12-19,2230,China,Software,33.28,,,0.437174,,,-0.0155482977420259,-0.018289,1,1,-0.018289,-56,2023-03-15,-0.011419254473677037,-0.006869745526322963,GPT4
2022-12-20,2230,China,Software,32.13,,,0.658279,,,-0.0166287232891807,-0.034555,1,1,-0.034555,-55,2023-03-15,-0.012409271809923947,-0.022145728190076056,GPT4
2022-12-21,2230,China,Software,31.88,,,0.368197,,,0.0003971510146457,-0.007781,1,1,-0.007781,-54,2023-03-15,0.003191905679758113,-0.010972905679758112,GPT4
2022-12-22,2230,China,Software,32.96,,,1.098638,,,0.001432192963163,0.033877,1,1,0.033877,-53,2023-03-15,0.004140337041339097,0.0297366629586609,GPT4
2022-12-23,2230,China,Software,33.36,,,0.874935,,,-0.0020377742790008,0.012136,1,1,0.012136,-52,2023-03-15,0.0009607308806021085,0.01117526911939789,GPT4
2022-12-26,2230,China,Software,32.8,,,0.684247,,,0.0039808658425671,-0.016787,1,1,-0.016787,-51,2023-03-15,0.006475741217663024,-0.023262741217663023,GPT4
2022-12-27,2230,China,Software,33.13,,,0.429976,,,0.0114767866245989,0.010061,1,1,0.010061,-50,2023-03-15,0.013344415829150795,-0.0032834158291507945,GPT4
2022-12-28,2230,China,Software,32.63,,,0.450827,,,-0.0042762657510833,-0.015092,1,1,-0.015092,-49,2023-03-15,-0.0010904473521216066,-0.014001552647878394,GPT4
2022-12-29,2230,China,Software,33.1,,,0.5885,,,-0.0037689138702355,0.014404,1,1,0.014404,-48,2023-03-15,-0.0006255498319365982,0.0150295498319366,GPT4
2022-12-30,2230,China,Software,32.83,,,0.39159,,,0.0038644853217209,-0.008157,1,1,-0.008157,-47,2023-03-15,0.0063690992250309535,-0.014526099225030953,GPT4
2023-01-03,2230,China,Software,34.37,,,1.344895,,,0.0041922687413275,0.046908,1,1,0.046908,-46,2023-03-15,0.0066694542738350085,0.04023854572616499,GPT4
2023-01-04,2230,China,Software,34.15,,,0.692552,,,0.0012978023366005,-0.006401,1,1,-0.006401,-45,2023-03-15,0.00401719199865075,-0.01041819199865075,GPT4
2023-01-05,2230,China,Software,34.42,,,0.743831,,,0.0192411329059238,0.007906,1,1,0.007906,-44,2023-03-15,0.0204590545410717,-0.012553054541071699,GPT4
2023-01-06,2230,China,Software,33.94,,,0.734994,,,0.0030973170508159,-0.013945,1,1,-0.013945,-43,2023-03-15,0.00566612631772178,-0.01961112631772178,GPT4
2023-01-09,2230,China,Software,34.04,,,0.578465,,,0.0080638324656877,0.002946,1,1,0.002946,-42,2023-03-15,0.010217051991785003,-0.007271051991785003,GPT4
2023-01-10,2230,China,Software,34.12,,,0.609496,,,0.0010843532686692,0.00235,1,1,0.00235,-41,2023-03-15,0.0038216039933372708,-0.0014716039933372707,GPT4
2023-01-11,2230,China,Software,33.2,,,1.010753,,,-0.0018543749603041,-0.026964,1,1,-0.026964,-40,2023-03-15,0.0011287836496649546,-0.028092783649664953,GPT4
2023-01-12,2230,China,Software,33.31,,,0.560688,,,0.0019526906141144,0.003313,1,1,0.003313,-39,2023-03-15,0.0046172803154727726,-0.0013042803154727726,GPT4
2023-01-13,2230,China,Software,33.26,,,0.425128,,,0.013966188993352,-0.001501,1,1,-0.001501,-38,2023-03-15,0.015625509152471274,-0.017126509152471273,GPT4
2023-01-16,2230,China,Software,35.18,,,2.264525,,,0.0154860278611253,0.057727,1,1,0.057727,-37,2023-03-15,0.017018170434278092,0.04070882956572191,GPT4
2023-01-17,2230,China,Software,35.5,,,1.047058,,,-0.0001744971670389,0.009096,1,1,0.009096,-36,2023-03-15,0.002668092066138803,0.006427907933861197,GPT4
2023-01-18,2230,China,Software,35.38,,,0.713363,,,-0.0016759491248966,-0.00338,1,1,-0.00338,-35,2023-03-15,0.0012922791082395316,-0.004672279108239532,GPT4
2023-01-19,2230,China,Software,38.61,,,3.010902,,,0.006201565024374,0.091295,1,1,0.091295,-34,2023-03-15,0.00851061598933774,0.08278438401066227,GPT4
2023-01-20,2230,China,Software,37.88,,,1.457116,,,0.0061214926686871,-0.018907,1,1,-0.018907,-33,2023-03-15,0.00843724395505651,-0.02734424395505651,GPT4
2023-01-30,2230,China,Software,41.67,,,4.33823,,,0.0047282212876558,0.100053,1,1,0.100053,-32,2023-03-15,0.007160559203432409,0.0928924407965676,GPT4
2023-01-31,2230,China,Software,40.58,,,4.024196,,,-0.0106452116816851,-0.026158,1,1,-0.026158,-31,2023-03-15,-0.006926450491365744,-0.019231549508634257,GPT4
2023-02-01,2230,China,Software,42.99,,,4.224067,,,0.0093562223807869,0.059389,1,1,0.059389,-30,2023-03-15,0.011401296870581409,0.04798770312941859,GPT4
2023-02-02,2230,China,Software,42.88,,,5.897851,,,-0.0035296336716387,-0.002559,1,1,-0.002559,-29,2023-03-15,-0.00040629220196360593,-0.002152707798036394,GPT4
2023-02-03,2230,China,Software,43.86,,,3.586276,,,-0.0094961760885253,0.022854,1,1,0.022854,-28,2023-03-15,-0.005873564283529746,0.028727564283529745,GPT4
2023-02-06,2230,China,Software,47.9,,,5.582789,,,-0.0133085596678949,0.092111,1,1,0.092111,-27,2023-03-15,-0.009366933952488683,0.10147793395248868,GPT4
2023-02-07,2230,China,Software,46.69,,,4.809431,,,0.001798289030231,-0.025261,1,1,-0.025261,-26,2023-03-15,0.0044757987990544585,-0.029736798799054456,GPT4
2023-02-08,2230,China,Software,46.33,,,4.069704,,,-0.0044289349204184,-0.00771,1,1,-0.00771,-25,2023-03-15,-0.0012303414195566006,-0.006479658580443399,GPT4
2023-02-09,2230,China,Software,46.4,,,4.110638,,,0.013334183999665,0.001511,1,1,0.001511,-24,2023-03-15,0.015046389284385535,-0.013535389284385534,GPT4
2023-02-10,2230,China,Software,47.91,,,6.264776,,,-0.0059600764836294,0.032543,1,1,0.032543,-23,2023-03-15,-0.0026333596060655632,0.03517635960606556,GPT4
2023-02-13,2230,China,Software,48.5,,,4.43215,,,0.0090338854290023,0.012315,1,1,0.012315,-22,2023-03-15,0.011105932538240224,0.0012090674617597757,GPT4
2023-02-14,2230,China,Software,47.38,,,3.393058,,,0.0004140495065466,-0.023093,1,1,-0.023093,-21,2023-03-15,0.003207390133992258,-0.026300390133992258,GPT4
2023-02-15,2230,China,Software,50.79,,,6.379737,,,-0.0052245988618019,0.071971,1,1,0.071971,-20,2023-03-15,-0.00195942552708312,0.07393042552708311,GPT4
2023-02-16,2230,China,Software,48.5,,,4.79697,,,-0.0073507327365869,-0.045088,1,1,-0.045088,-19,2023-03-15,-0.003907648059178964,-0.041180351940821036,GPT4
2023-02-17,2230,China,Software,46.7,,,3.778514,,,-0.0145133050130981,-0.037113,1,1,-0.037113,-18,2023-03-15,-0.010470868213072252,-0.026642131786927748,GPT4
2023-02-20,2230,China,Software,50.94,,,6.051524,,,0.0242379731101393,0.090792,1,1,0.090792,-17,2023-03-15,0.025037767476596258,0.06575423252340373,GPT4
2023-02-21,2230,China,Software,50.66,,,3.652689,,,0.0026248395687452,-0.005497,1,1,-0.005497,-16,2023-03-15,0.005233184964689093,-0.010730184964689093,GPT4
2023-02-22,2230,China,Software,50.38,,,3.109282,,,-0.0090660219656441,-0.005527,1,1,-0.005527,-15,2023-03-15,-0.005479404741456778,-4.7595258543221657e-05,GPT4
2023-02-23,2230,China,Software,48.45,,,3.291052,,,-0.0008050572153285,-0.038309,1,1,-0.038309,-14,2023-03-15,0.002090296232825406,-0.040399296232825406,GPT4
2023-02-24,2230,China,Software,49.15,,,3.055217,,,-0.0104352709388476,0.014448,1,1,0.014448,-13,2023-03-15,-0.0067340772403434775,0.02118207724034348,GPT4
2023-02-27,2230,China,Software,47.79,,,2.17641,,,-0.0042448511527945,-0.02767,1,1,-0.02767,-12,2023-03-15,-0.0010616614751131946,-0.026608338524886806,GPT4
2023-02-28,2230,China,Software,48.34,,,2.545182,,,0.0063143420399151,0.011509,1,1,0.011509,-11,2023-03-15,0.008613956011988905,0.0028950439880110947,GPT4
2023-03-01,2230,China,Software,49.88,,,3.83539,,,0.0140266300931643,0.031858,1,1,0.031858,-10,2023-03-15,0.015680892641684,0.016177107358315998,GPT4
2023-03-02,2230,China,Software,50.9,,,3.965962,,,-0.0022327134160456,0.020449,1,1,0.020449,-9,2023-03-15,0.0007821039259770595,0.01966689607402294,GPT4
2023-03-03,2230,China,Software,50.71,,,3.490374,,,0.00310682865412,-0.003733,1,1,-0.003733,-8,2023-03-15,0.005674842005897944,-0.009407842005897945,GPT4
2023-03-06,2230,China,Software,50.32,,,2.143889,,,-0.0052286885371904,-0.007691,1,1,-0.007691,-7,2023-03-15,-0.0019631729852443046,-0.005727827014755695,GPT4
2023-03-07,2230,China,Software,48.83,,,2.126368,,,-0.0147487394336174,-0.02961,1,1,-0.02961,-6,2023-03-15,-0.010686601873274158,-0.018923398126725843,GPT4
2023-03-08,2230,China,Software,48.62,,,2.236016,,,-0.0036481725389018,-0.004301,1,1,-0.004301,-5,2023-03-15,-0.0005149119341779957,-0.0037860880658220045,GPT4
2023-03-09,2230,China,Software,48.28,,,1.713436,,,-0.0035403743405525,-0.006993,1,1,-0.006993,-4,2023-03-15,-0.00041613410958560955,-0.006576865890414391,GPT4
2023-03-10,2230,China,Software,47.63,,,2.316205,,,-0.0132006655605223,-0.013463,1,1,-0.013463,-3,2023-03-15,-0.009268068244380381,-0.004194931755619618,GPT4
2023-03-13,2230,China,Software,49.2,,,2.870774,,,0.0104193351145107,0.032962,1,1,0.032962,-2,2023-03-15,0.012375450100799879,0.02058654989920012,GPT4
2023-03-14,2230,China,Software,48.15,,,2.15197,,,-0.006002483561914,-0.021341,1,1,-0.021341,-1,2023-03-15,-0.002672218130645895,-0.018668781869354105,GPT4
2023-03-15,2230,China,Software,48.18,,,2.747689,,,0.0005534649530276,0.000623,1,1,0.000623,0,2023-03-15,0.0033351395280345085,-0.0027121395280345086,GPT4
2023-03-16,2230,China,Software,48.87,,,3.318956,,,-0.0120492703557949,0.014321,1,1,0.014321,1,2023-03-15,-0.008213019873344073,0.022534019873344073,GPT4
2023-03-17,2230,China,Software,52.28,,,5.485881,,,0.004980530606346,0.069777,1,1,0.069777,2,2023-03-15,0.007391755698422503,0.062385244301577505,GPT4
2023-03-20,2230,China,Software,51.08,,,3.567923,,,-0.0049993165566895,-0.022953,1,1,-0.022953,3,2023-03-15,-0.0017529944701738503,-0.02120000552982615,GPT4
2023-03-21,2230,China,Software,50.82,,,2.620487,,,0.0109326964026168,-0.00509,1,1,-0.00509,4,2023-03-15,0.012845854171049305,-0.017935854171049304,GPT4
2023-03-22,2230,China,Software,51.55,,,3.207005,,,0.0042759731147284,0.014364,1,1,0.014364,5,2023-03-15,0.0067461544046351395,0.0076178455953648605,GPT4
2023-03-23,2230,China,Software,56.71,,,7.080027,,,0.0098643176525631,0.100097,1,1,0.100097,6,2023-03-15,0.011866875575979655,0.08823012442402035,GPT4
2023-03-24,2230,China,Software,60.02,,,6.64801,,,-0.0029863143767404,0.058367,1,1,0.058367,7,2023-03-15,9.156303894888515e-05,0.058275436961051114,GPT4
2023-03-27,2230,China,Software,60.46,,,5.801084,,,-0.0036243483470536,0.007331,1,1,0.007331,8,2023-03-15,-0.0004930813110370466,0.007824081311037047,GPT4
2023-03-28,2230,China,Software,58.24,,,3.795781,,,-0.0032356525839632,-0.036718,1,1,-0.036718,9,2023-03-15,-0.00013691096223458375,-0.03658108903776542,GPT4
2023-03-29,2230,China,Software,59.25,,,4.878639,,,0.001656078909945,0.017342,1,1,0.017342,10,2023-03-15,0.004345488584858157,0.012996511415141843,GPT4
2023-03-30,2230,China,Software,58.77,,,3.029595,,,0.0080505912349531,-0.008101,1,1,-0.008101,11,2023-03-15,0.010204918765192,-0.018305918765192,GPT4
2023-03-31,2230,China,Software,63.68,,,5.178715,,,0.0030657230457501,0.083546,1,1,0.083546,12,2023-03-15,0.00563717604639676,0.07790882395360324,GPT4
2023-04-03,2230,China,Software,69.3,,,6.432244,,,0.0097383387588878,0.088254,1,1,0.088254,13,2023-03-15,0.011751438386375804,0.07650256161362419,GPT4
2023-04-04,2230,China,Software,65.9,,,5.648657,,,0.0030601684455057,-0.049062,1,1,-0.049062,14,2023-03-15,0.0056320862458525585,-0.05469408624585256,GPT4
2023-04-06,2230,China,Software,63.98,,,3.983229,,,-0.0015768786321101,-0.029135,1,1,-0.029135,15,2023-03-15,0.0013830595471392296,-0.03051805954713923,GPT4
2023-04-07,2230,China,Software,65.5,,,3.252716,,,0.0064818376021907,0.023757,1,1,0.023757,16,2023-03-15,0.008767435824488665,0.014989564175511335,GPT4
2023-04-10,2230,China,Software,58.95,,,5.226739,,,-0.0044890190855494,-0.1,1,1,-0.1,17,2023-03-15,-0.001285397841787877,-0.09871460215821212,GPT4
2023-04-11,2230,China,Software,59.85,,,4.218995,,,-0.0011368734283516,0.015267,1,1,0.015267,18,2023-03-15,0.0017862458480434557,0.013480754151956544,GPT4
2023-04-12,2230,China,Software,61.74,,,3.684311,,,-0.0006977791875518,0.031579,1,1,0.031579,19,2023-03-15,0.0021885974138526375,0.029390402586147366,GPT4
2023-04-13,2230,China,Software,59.09,,,3.387918,,,-0.0069331833991617,-0.042922,1,1,-0.042922,20,2023-03-15,-0.0035250385551016507,-0.03939696144489835,GPT4
2023-04-14,2230,China,Software,59.18,,,3.227067,,,0.0056414956770505,0.001523,1,1,0.001523,21,2023-03-15,0.007997412312498627,-0.0064744123124986265,GPT4
2023-04-17,2230,China,Software,58.23,,,2.746034,,,0.0139262857802164,-0.016053,1,1,-0.016053,22,2023-03-15,0.015588944973773135,-0.03164194497377314,GPT4
2023-04-18,2230,China,Software,59.76,,,3.310744,,,0.0030435270628399,0.026275,1,1,0.026275,23,2023-03-15,0.0056168373863808,0.020658162613619198,GPT4
2023-04-19,2230,China,Software,58.51,,,3.687237,,,-0.009044311572579,-0.020917,1,1,-0.020917,24,2023-03-15,-0.0054595110379361735,-0.015457488962063828,GPT4
2023-04-20,2230,China,Software,63.95,,,5.833911,,,-0.0028017962437847,0.092976,1,1,0.092976,25,2023-03-15,0.0002606410017563323,0.09271535899824367,GPT4
2023-04-21,2230,China,Software,58.04,,,7.47723,,,-0.0197541628544672,-0.092416,1,1,-0.092416,26,2023-03-15,-0.015273179796155873,-0.07714282020384412,GPT4
2023-04-24,2230,China,Software,58.76,,,4.48472,,,-0.0124574766313426,0.012405,1,1,0.012405,27,2023-03-15,-0.008587068127405862,0.02099206812740586,GPT4
2023-04-25,2230,China,Software,61.17,,,4.975383,,,-0.0050286381805545,0.041014,1,1,0.041014,28,2023-03-15,-0.0017798625093735027,0.042793862509373504,GPT4
2023-04-26,2230,China,Software,56.98,,,5.477459,,,-0.0008669640066283,-0.068498,1,1,-0.068498,29,2023-03-15,0.0020335696987485137,-0.07053156969874852,GPT4
2023-04-27,2230,China,Software,55.36,,,4.108577,,,0.0073448447124438,-0.028431,1,1,-0.028431,30,2023-03-15,0.00955822793663825,-0.037989227936638253,GPT4
2022-09-13,2410,China,Software,48.11,,,0.434116,,,0.0042238227249835,-0.01049,1,1,-0.01049,-120,2023-03-15,0.005710870883333337,-0.016200870883333336,GPT4
2022-09-14,2410,China,Software,48.16,,,0.341863,,,-0.0111922272701104,0.001039,1,1,0.001039,-119,2023-03-15,-0.006914285930419579,0.007953285930419579,GPT4
2022-09-15,2410,China,Software,48.22,,,0.420035,,,-0.009450822016788,0.001246,1,1,0.001246,-118,2023-03-15,-0.005488141463679704,0.006734141463679704,GPT4
2022-09-16,2410,China,Software,48.35,,,0.584591,,,-0.0237293418161428,0.002696,1,1,0.002696,-117,2023-03-15,-0.017181704444631372,0.019877704444631373,GPT4
2022-09-19,2410,China,Software,47.2,,,0.408192,,,-0.0011914996582425,-0.023785,1,1,-0.023785,-116,2023-03-15,0.0012759284495054313,-0.025060928449505433,GPT4
2022-09-20,2410,China,Software,46.15,,,0.376539,,,0.0012304036390274,-0.022246,1,1,-0.022246,-115,2023-03-15,0.0032593748527999667,-0.025505374852799967,GPT4
2022-09-21,2410,China,Software,46.7,,,0.368908,,,-0.0074270069826516,0.011918,1,1,0.011918,-114,2023-03-15,-0.003830714160568061,0.01574871416056806,GPT4
2022-09-22,2410,China,Software,45.78,,,0.246928,,,-0.0088488035191141,-0.0197,1,1,-0.0197,-113,2023-03-15,-0.0049951112814779226,-0.014704888718522076,GPT4
