Stkcd,Trddt,Clsprc,Dretwd,ToverOs
300418,2023/1/11,14.37,-0.021117,0.957042
300418,2023/1/12,14.33,-0.002784,0.682878
300418,2023/1/13,14.55,0.015352,0.740935
300418,2023/1/16,14.59,0.002749,0.912331
300418,2023/1/17,14.58,-0.000685,0.901291
300418,2023/1/18,14.73,0.010288,1.129473
300418,2023/1/19,14.88,0.010183,0.936763
300418,2023/1/20,14.85,-0.002016,0.985484
300418,2023/1/30,15.46,0.041077,4.476887
300418,2023/1/31,16.42,0.062096,5.458788
300418,2023/2/1,16.86,0.026797,4.036026
300418,2023/2/2,18.23,0.081257,9.977595
300418,2023/2/3,18.5,0.014811,5.272112
300418,2023/2/6,19.61,0.06,9.127755
300418,2023/2/7,20.98,0.069862,11.257492
300418,2023/2/8,20.86,-0.00572,8.447605
300418,2023/2/9,21.61,0.035954,10.877305
300418,2023/2/10,21.78,0.007867,16.532606
300418,2023/2/13,24.94,0.145087,17.002845
300418,2023/2/14,24.7,-0.009623,10.275236
300418,2023/2/15,25.2,0.020243,15.636866
300418,2023/2/16,24.85,-0.013889,15.20222
300418,2023/2/17,22.98,-0.075252,11.746649
300418,2023/2/20,24,0.044386,10.560316
300418,2023/2/21,23.61,-0.01625,8.067861
300418,2023/2/22,22.88,-0.030919,8.022188
300418,2023/2/23,21.32,-0.068182,11.252522
300418,2023/2/24,21.96,0.030019,8.975748
300418,2023/2/27,21.16,-0.03643,7.059913
300418,2023/2/28,22.2,0.049149,9.11383
300418,2023/3/1,25.21,0.135586,16.312258
300418,2023/3/2,25.38,0.006743,13.108637
300418,2023/3/3,25.13,-0.00985,10.746665
300418,2023/3/6,24.66,-0.018703,7.479828
300418,2023/3/7,24.79,0.005272,6.957398
300418,2023/3/8,24.47,-0.012908,5.824626
300418,2023/3/9,23.77,-0.028606,6.650503
300418,2023/3/10,23.18,-0.024821,5.121919
300418,2023/3/13,25.08,0.081967,9.394484
300418,2023/3/14,24.61,-0.01874,6.958966
300418,2023/3/15,24.62,0.000406,7.030883
300418,2023/3/16,26.65,0.082453,14.804066
300418,2023/3/17,27.29,0.024015,13.426606
300418,2023/3/20,27.8,0.018688,11.357106
300418,2023/3/21,30.1,0.082734,12.209358
300418,2023/3/22,33.2,0.10299,13.036953
300418,2023/3/23,33.79,0.017771,10.41994
300418,2023/3/24,40.55,0.200059,12.631913
300418,2023/3/27,42.45,0.046856,14.202699
300418,2023/3/28,38.25,-0.09894,11.880176
300418,2023/3/29,37.58,-0.017516,12.089365
300418,2023/3/30,39,0.037786,12.26495
300418,2023/3/31,46.78,0.199487,15.700962
300418,2023/4/3,50.65,0.082728,12.643854
300418,2023/4/4,49.5,-0.022705,9.330913
300418,2023/4/6,52.88,0.068283,11.516558
300418,2023/4/7,50.5,-0.045008,9.995358
300418,2023/4/10,41.79,-0.172475,15.973721
300418,2023/4/11,45.76,0.094999,15.792878
300418,2023/4/12,51.28,0.120629,15.423614
300418,2023/4/13,50.1,-0.023011,13.348432
300418,2023/4/14,48.75,-0.026946,11.952564
300418,2023/4/17,47.41,-0.027487,8.300069
300418,2023/4/18,51.05,0.076777,15.53304
300418,2023/4/19,49.2,-0.036239,10.65126
300418,2023/4/20,51.38,0.044309,12.524576
300418,2023/4/21,48.94,-0.047489,14.717624
300418,2023/4/24,55.8,0.140172,14.968242
300418,2023/4/25,59.01,0.057527,13.309218
300418,2023/4/26,59.49,0.008134,14.422438
300418,2023/4/27,54.3,-0.087242,12.035586
300418,2023/4/28,65.16,0.2,14.299866
300418,2023/5/4,66.4,0.01903,11.216923
300418,2023/5/5,63.98,-0.036446,10.90535
300418,2023/5/8,64.64,0.010316,8.125231
300418,2023/5/9,61,-0.056312,9.217564
300418,2023/5/10,58.32,-0.043934,11.177053
300418,2023/5/11,58.19,-0.002229,8.456274
300418,2023/5/12,57.3,-0.015295,7.167944
300418,2023/5/15,60.35,0.053229,8.255643
300418,2023/5/16,54.78,-0.092295,11.718956
300418,2023/5/17,54.05,-0.013326,11.949301
300418,2023/5/18,58.7,0.086031,11.431391
300418,2023/5/19,53.45,-0.089438,10.735442
300418,2023/5/22,52.86,-0.011038,7.223689
300418,2023/5/23,51.24,-0.030647,7.56055
300418,2023/5/24,52.36,0.021858,8.67417
300418,2023/5/25,50.8,-0.029794,12.031654
300418,2023/5/26,52.1,0.025591,10.213576
300418,2023/5/29,50.27,-0.035125,9.827184
300418,2023/5/30,56.73,0.128506,14.282131
300418,2023/5/31,57.37,0.011282,9.655923
300418,2023/6/1,57.4,0.000523,11.93071
300418,2023/6/2,58.07,0.011672,8.837082
300418,2023/6/5,59.7,0.02807,9.278884
300418,2023/6/6,56.9,-0.046901,6.850901
300418,2023/6/7,56.9,0,6.435079
300418,2023/6/8,53.7,-0.056239,7.492071
300418,2023/6/9,54.57,0.016201,8.910842
300418,2023/6/12,53.41,-0.021257,6.509895
300418,2023/6/13,54.91,0.028085,9.638933
300418,2023/6/14,55.63,0.013112,8.638737
300418,2023/6/15,55.68,0.000899,12.974835
300418,2023/6/16,62.16,0.116379,16.175823
300418,2023/6/19,62.4,0.003861,12.930254
300418,2023/6/20,62.93,0.008494,11.741413
300418,2023/6/21,50.34,-0.200064,17.907024
300418,2023/6/26,43.91,-0.127731,13.385831
300418,2023/6/27,43.1,-0.018447,8.217088
300418,2023/6/28,40.82,-0.0529,11.790563
300418,2023/6/29,40.5,-0.007839,7.470825
300418,2023/6/30,40.28,-0.005432,7.954029
300418,2023/7/3,40.71,0.010675,7.15176
300418,2023/7/4,41.08,0.009089,6.505565
300418,2023/7/5,40.09,-0.024099,5.712681
300418,2023/7/6,40.79,0.017461,7.404392
300418,2023/7/7,39.38,-0.034567,6.340973
300418,2023/7/10,38.36,-0.025901,4.889295
300418,2023/7/11,38.67,0.008081,3.720733
300418,2023/7/12,37.26,-0.036462,5.198745
300418,2023/7/13,37.58,0.008588,6.492508
300418,2023/7/14,39.1,0.040447,9.230109
300418,2023/7/17,39.18,0.002046,5.544881
300418,2023/7/18,39.3,0.003063,7.346764
300418,2023/7/19,38.53,-0.019593,5.746449
300418,2023/7/20,36.95,-0.041007,5.812671
300418,2023/7/21,38.43,0.040054,7.403529
300418,2023/7/24,38.27,-0.004163,4.876211
300418,2023/7/25,38.97,0.018291,8.114175
300418,2023/7/26,37.2,-0.04542,6.342435
300418,2023/7/27,36.4,-0.021505,4.52326
300418,2023/7/28,35.81,-0.016209,4.383879
300418,2023/7/31,37.05,0.034627,5.638231
300418,2023/8/1,36.64,-0.011066,3.663078
300418,2023/8/2,36.22,-0.011463,2.576715
300418,2023/8/3,35.89,-0.009111,2.720013
300418,2023/8/4,36.46,0.015882,4.135843
300418,2023/8/7,36.73,0.007405,5.523684
300418,2023/8/8,36.23,-0.013613,4.675013
300418,2023/8/9,34.98,-0.034502,5.068776
300418,2023/8/10,35.79,0.023156,6.891083
300418,2023/8/11,37.17,0.038558,11.546906
300418,2023/8/14,39.86,0.07237,13.234435
300418,2023/8/15,37.56,-0.057702,8.963845
300418,2023/8/16,36.77,-0.021033,6.821553
300418,2023/8/17,39.24,0.067174,11.525491
300418,2023/8/18,35.63,-0.091998,10.693731
300418,2023/8/21,35.79,0.004491,6.940618
300418,2023/8/22,37.09,0.036323,7.310848
300418,2023/8/23,35.47,-0.043678,8.000304
300418,2023/8/24,32.86,-0.073583,8.780417
300418,2023/8/25,32.62,-0.007304,7.828245
300418,2023/8/28,35.05,0.074494,11.950463
300418,2023/8/29,35.71,0.01883,9.60152
300418,2023/8/30,36.8,0.030524,10.349169
300418,2023/8/31,36.18,-0.016848,6.846895
300418,2023/9/1,36.98,0.022112,7.360842
300418,2023/9/4,36.68,-0.008112,5.345795
300418,2023/9/5,35.58,-0.029989,4.846196
300418,2023/9/6,34.57,-0.028387,5.351454
300418,2023/9/7,33.8,-0.022274,5.048219
300418,2023/9/8,32.42,-0.040828,5.059905
300418,2023/9/11,33.55,0.034855,5.686708
300418,2023/9/12,32.93,-0.01848,3.37392
300418,2023/9/13,31.95,-0.02976,3.57953
300418,2023/9/14,32.7,0.023474,4.726648
300418,2023/9/15,31.2,-0.045872,4.421994
300418,2023/9/18,31.15,-0.001603,3.193438
300418,2023/9/19,30.6,-0.017657,3.051783
300418,2023/9/20,30.25,-0.011438,2.78455
300418,2023/9/21,30.47,0.007273,4.129341
300418,2023/9/22,36.56,0.199869,16.067696
300418,2023/9/25,36.68,0.003282,11.867236
300418,2023/9/26,38.67,0.054253,15.101068
300418,2023/9/27,38.28,-0.010085,9.58049
300418,2023/9/28,38.34,0.001567,6.716784
300418,2023/10/9,37.17,-0.030516,5.809715
300418,2023/10/10,36.62,-0.014797,5.586002
300418,2023/10/11,37.45,0.022665,8.513197
300418,2023/10/12,36.79,-0.017623,5.598781
300418,2023/10/13,34.12,-0.072574,9.022227
300418,2023/10/16,32.91,-0.035463,5.206041
300418,2023/10/17,32.65,-0.0079,4.630896
300418,2023/10/18,31.55,-0.033691,4.79349
300418,2023/10/19,31.5,-0.001585,5.104217
300418,2023/10/20,30.35,-0.036508,4.347746
300418,2023/10/23,28.71,-0.054036,5.159538
300418,2023/10/24,29.33,0.021595,5.711595
300418,2023/10/25,28.49,-0.02864,5.235384
300418,2023/10/26,29.04,0.019305,7.029019
300418,2023/10/27,31,0.067493,10.684616
300418,2023/10/30,31.23,0.007419,5.939213
300418,2023/10/31,31.52,0.009286,6.30753
300418,2023/11/1,30.73,-0.025063,5.903881
300418,2023/11/2,31.45,0.02343,7.071515
300418,2023/11/3,32.36,0.028935,7.34464
300418,2023/11/6,34.9,0.078492,9.294839
300418,2023/11/7,34.36,-0.015473,7.173804
300418,2023/11/8,35.73,0.039872,9.084509
300418,2023/11/9,35.04,-0.019312,5.910411
300418,2023/11/10,33.78,-0.035959,5.645589
300418,2023/11/13,35.79,0.059503,7.248199
300418,2023/11/14,35.5,-0.008103,5.022947
300418,2023/11/15,35.12,-0.010704,4.14373
300418,2023/11/16,34.4,-0.020501,3.367513
300418,2023/11/17,36.03,0.047384,7.648995
300418,2023/11/20,35.95,-0.00222,6.50005
300418,2023/11/21,35.85,-0.002782,6.479766
300418,2023/11/22,34.71,-0.031799,4.214142
300418,2023/11/23,34.48,-0.006626,3.930996
300418,2023/11/24,33.21,-0.036833,3.723164
300418,2023/11/27,32.6,-0.018368,2.853973
300418,2023/11/28,33.13,0.016258,3.376271
300418,2023/11/29,32.49,-0.019318,2.505251
300418,2023/11/30,32.35,-0.004309,2.334041
300418,2023/12/1,38.82,0.2,12.536239
300418,2023/12/4,39.38,0.014426,14.452504
300418,2023/12/5,36.94,-0.06196,9.368542
300418,2023/12/6,37.75,0.021927,9.923674
300418,2023/12/7,38.62,0.023046,10.554527
300418,2023/12/8,40.65,0.052563,11.949669
300418,2023/12/11,41.48,0.020418,8.756425
300418,2023/12/12,41.4,-0.001929,7.973936
300418,2023/12/13,40.68,-0.017391,5.164441
300418,2023/12/14,39.81,-0.021386,5.024231
300418,2023/12/15,39.15,-0.016579,5.441994
300418,2023/12/18,38.76,-0.009962,4.19553
300418,2023/12/19,39.94,0.030444,6.69178
300418,2023/12/20,37.73,-0.055333,5.264921
300418,2023/12/21,40.7,0.078717,9.318071
300418,2023/12/22,35.8,-0.120393,11.976692
300418,2023/12/25,36.78,0.027374,7.755271
300418,2023/12/26,35.95,-0.022567,5.819953
300418,2023/12/27,36.15,0.005563,4.869954
300418,2023/12/28,36.62,0.013001,4.875702
300418,2023/12/29,37.4,0.0213,6.280453
300418,2024/1/2,36.57,-0.022193,4.369466
300418,2024/1/3,35.32,-0.034181,5.706467
300418,2024/1/4,34.4,-0.026048,4.612256
300418,2024/1/5,33.18,-0.035465,4.150119
300418,2024/1/8,34.12,0.02833,5.966854
300418,2024/1/9,34.52,0.011723,4.567191
300418,2024/1/10,33.18,-0.038818,3.507073
300418,2024/1/11,35.45,0.068415,6.359409
300418,2024/1/12,33.98,-0.041467,4.051074
300418,2024/1/15,34.17,0.005592,4.156353
300418,2024/1/16,33.7,-0.013755,3.528709
300418,2024/1/17,33.02,-0.020178,3.483077
300418,2024/1/18,35.19,0.065718,7.611812
300418,2024/1/19,33.94,-0.035521,5.365081
300418,2024/1/22,31.98,-0.057749,6.008931
300418,2024/1/23,35.91,0.122889,11.694741
300418,2024/1/24,35.53,-0.010582,6.70335
300418,2024/1/25,36.6,0.030115,10.24295
300418,2024/1/26,36.79,0.005191,10.276894
300418,2024/1/29,33.97,-0.076651,7.10532
300418,2024/1/30,33.92,-0.001472,4.887896
300418,2024/1/31,29.66,-0.12559,9.8952
300418,2024/2/1,30.89,0.04147,8.229505
300418,2024/2/2,29.89,-0.032373,6.738404
300418,2024/2/5,27.44,-0.081967,7.57697
300418,2024/2/6,31.25,0.138848,9.701742
300418,2024/2/7,31.42,0.00544,6.853314
300418,2024/2/8,32.88,0.046467,6.569166
300418,2024/2/19,38.5,0.170925,11.242851
300418,2024/2/20,37.9,-0.015584,11.520113
300418,2024/2/21,37.44,-0.012137,8.068427
300418,2024/2/22,38.21,0.020566,6.860974
300418,2024/2/23,39.69,0.038733,8.786012
300418,2024/2/26,39.1,-0.014865,7.736683
300418,2024/2/27,40.61,0.038619,8.356196
300418,2024/2/28,38.8,-0.04457,11.508422
300418,2024/2/29,40.37,0.040464,7.594589
300418,2024/3/1,42.38,0.049789,10.036905
300418,2024/3/4,43.6,0.028787,9.809427
300418,2024/3/5,43.01,-0.013532,10.015311
300418,2024/3/6,42.05,-0.02232,6.729005
300418,2024/3/7,39.82,-0.053032,7.330587
300418,2024/3/8,40.86,0.026118,4.915922
300418,2024/3/11,41.15,0.007097,5.081395
300418,2024/3/12,40.95,-0.00486,5.430112
300418,2024/3/13,42.12,0.028571,7.836007
300418,2024/3/14,40.9,-0.028965,5.195651
300418,2024/3/15,41.99,0.02665,5.597322
300418,2024/3/18,42.48,0.011669,6.205116
300418,2024/3/19,41.6,-0.020716,7.298838
300418,2024/3/20,43.5,0.045673,8.937898
300418,2024/3/21,42.89,-0.014023,7.143875
300418,2024/3/22,41.95,-0.021917,6.907522
300418,2024/3/25,40.85,-0.026222,6.062942
300418,2024/3/26,38.86,-0.048715,6.63018
300418,2024/3/27,36.44,-0.062275,4.608284
300418,2024/3/28,40.64,0.115258,10.024117
300418,2024/3/29,39.85,-0.019439,6.514916
300418,2024/4/1,44.7,0.121706,11.756474
300418,2024/4/2,44.2,-0.011186,7.989993
300418,2024/4/3,42.63,-0.03552,5.863123
300418,2024/4/8,41.7,-0.021816,5.457669
300418,2024/4/9,40.55,-0.027578,5.172669
300418,2024/4/10,40.31,-0.005919,5.042353
300418,2024/4/11,42.37,0.051104,8.208972
300418,2024/4/12,42.5,0.003068,5.584874
300418,2024/4/15,42.18,-0.007529,5.764241
300418,2024/4/16,39.74,-0.057847,5.41281
300418,2024/4/17,40.94,0.030196,5.211902
300418,2024/4/18,38.94,-0.048852,5.978512
300418,2024/4/19,37.14,-0.046225,6.067772
300418,2024/4/22,37.52,0.010232,5.702698
300418,2024/4/23,36.79,-0.019456,4.842174
300418,2024/4/24,39.18,0.064963,5.39758
300418,2024/4/25,38.67,-0.013017,3.379904
300418,2024/4/26,39.82,0.029739,6.003177
300418,2024/4/29,40.98,0.029131,5.192175
300418,2024/4/30,39.98,-0.024402,3.385018
300418,2024/5/6,41.14,0.029015,5.595491
300418,2024/5/7,40.59,-0.013369,6.612534
300418,2024/5/8,38.35,-0.055186,6.027855
300418,2024/5/9,38.87,0.013559,4.303514
300418,2024/5/10,39.05,0.004631,5.713798
300418,2024/5/13,38.06,-0.025352,4.473097
300418,2024/5/14,37.9,-0.004204,5.225854
300418,2024/5/15,37.03,-0.022955,3.872051
300418,2024/5/16,36.71,-0.008642,3.847404
300418,2024/5/17,37.09,0.010351,3.315991
300418,2024/5/20,37.4,0.008358,4.796964
300418,2024/5/21,37.01,-0.010428,2.905294
300418,2024/5/22,36.69,-0.008646,2.360539
300418,2024/5/23,35.62,-0.029163,3.4604
300418,2024/5/24,34.6,-0.028636,3.294509
300418,2024/5/27,36.27,0.048266,4.097595
300418,2024/5/28,34.89,-0.038048,2.909046
300418,2024/5/29,35.04,0.004299,2.47259
300418,2024/5/30,34.81,-0.006564,1.922237
300418,2024/5/31,34.89,0.002298,2.721419
300418,2024/6/3,34.98,0.00258,2.360193
300418,2024/6/4,35.55,0.016295,3.355672
300418,2024/6/5,34.87,-0.019128,2.268121
300418,2024/6/6,34.24,-0.018067,2.73107
300418,2024/6/7,33.01,-0.035923,4.655391
300418,2024/6/11,33.43,0.012723,2.56789
300418,2024/6/12,34.52,0.032605,3.516156
300418,2024/6/13,34.52,0,2.448367
300418,2024/6/14,34.1,-0.012167,4.653723
300418,2024/6/17,33.66,-0.012903,2.528273
300418,2024/6/18,33.79,0.003862,2.40721
300418,2024/6/19,33.16,-0.018645,2.1271
300418,2024/6/20,31.82,-0.04041,3.214305
300418,2024/6/21,31.96,0.0044,1.648716
300418,2024/6/24,30.6,-0.042553,2.57627
300418,2024/6/25,29.96,-0.020915,2.79644
300418,2024/6/26,34.26,0.143525,8.026276
300418,2024/6/27,32.59,-0.048745,5.501419
300418,2024/6/28,32.24,-0.009226,3.838084
300418,2024/7/1,31.78,-0.014268,2.713823
300418,2024/7/2,32.16,0.011957,4.256361
300418,2024/7/3,31.43,-0.022699,2.721992
300418,2024/7/4,30.73,-0.022272,2.252951
300418,2024/7/5,30.66,-0.002278,2.60721
300418,2024/7/8,29.68,-0.031963,2.299021
300418,2024/7/9,30.52,0.028302,2.744128
300418,2024/7/10,29.97,-0.018021,2.426577
300418,2024/7/11,30.4,0.014348,2.558482
300418,2024/7/12,29.51,-0.029276,2.458263
300418,2024/7/15,29.61,0.003389,1.609104
300418,2024/7/16,30.2,0.019926,2.670568
300418,2024/7/17,31.14,0.031126,4.461019
300418,2024/7/18,30.58,-0.017983,2.827739
300418,2024/7/19,30.75,0.005559,2.232488
300418,2024/7/22,30.7,-0.001626,1.783716
300418,2024/7/23,29.23,-0.047883,2.653905
300418,2024/7/24,28.58,-0.022237,2.223679
300418,2024/7/25,28.45,-0.004549,1.618641
300418,2024/7/26,29.16,0.024956,2.329502
300418,2024/7/29,28.92,-0.00823,1.479092
300418,2024/7/30,28.82,-0.003458,1.496945
300418,2024/7/31,30.14,0.045802,2.97619
300418,2024/8/1,29.71,-0.014267,2.126328
300418,2024/8/2,29.07,-0.021542,2.463595
300418,2024/8/5,28.3,-0.026488,2.682367
300418,2024/8/6,28.9,0.021201,2.18358
300418,2024/8/7,27.95,-0.032872,2.722752
300418,2024/8/8,27.64,-0.011091,2.080697
300418,2024/8/9,27,-0.023155,1.922214
300418,2024/8/12,26.55,-0.016667,1.816253
300418,2024/8/13,26.71,0.006026,1.414899
300418,2024/8/14,28.01,0.048671,5.596396
300418,2024/8/15,28.34,0.011782,3.952957
300418,2024/8/16,27.75,-0.020819,2.181568
300418,2024/8/19,29.18,0.051532,4.940247
300418,2024/8/20,28.05,-0.038725,3.876055
300418,2024/8/21,27.2,-0.030303,2.78259
300418,2024/8/22,26.62,-0.021324,2.417314
300418,2024/8/23,26.14,-0.018032,2.737574
300418,2024/8/26,26.74,0.022953,2.924245
300418,2024/8/27,25.93,-0.030292,2.102517
300418,2024/8/28,26.12,0.007327,2.06539
300418,2024/8/29,26.17,0.001914,2.122207
300418,2024/8/30,27.16,0.03783,3.551031
300418,2024/9/2,25.83,-0.048969,2.903201
300418,2024/9/3,26.1,0.010453,1.93069
300418,2024/9/4,25.7,-0.015326,1.592913
300418,2024/9/5,26.86,0.045136,4.624535
300418,2024/9/6,27.16,0.011169,4.202539
300418,2024/9/9,27.26,0.003682,2.690637
300418,2024/9/10,27.39,0.004769,2.763597
300418,2024/9/11,27.57,0.006572,3.158737
300418,2024/9/12,27.31,-0.009431,3.536751
300418,2024/9/13,27.6,0.010619,3.069235
300418,2024/9/18,26.5,-0.039855,2.801826
300418,2024/9/19,27.24,0.027925,2.576393
300418,2024/9/20,27.2,-0.001468,1.853746
300418,2024/9/23,26.71,-0.018015,1.794896
300418,2024/9/24,28.19,0.05541,4.375179
300418,2024/9/25,28.55,0.01277,5.21638
300418,2024/9/26,29.64,0.038179,4.360376
300418,2024/9/27,31.84,0.074224,6.478474
300418,2024/9/30,37.55,0.179334,9.433088
300418,2024/10/8,45.04,0.199467,12.352526
300418,2024/10/9,39.12,-0.131439,9.762521
300418,2024/10/10,37.27,-0.04729,5.996623
300418,2024/10/11,34.65,-0.070298,5.220433
300418,2024/10/14,36.2,0.044733,4.613284
300418,2024/10/15,35.73,-0.012983,5.856113
300418,2024/10/16,36.4,0.018752,4.832716
300418,2024/10/17,41.45,0.138736,15.245878
300418,2024/10/18,41.45,0,14.086554
300418,2024/10/21,42.28,0.020024,11.849185
300418,2024/10/22,42.88,0.014191,12.637524
300418,2024/10/23,40.23,-0.0618,8.861403
300418,2024/10/24,39.63,-0.014914,4.875136
300418,2024/10/25,42.11,0.062579,8.014732
300418,2024/10/28,43.28,0.027784,8.399838
300418,2024/10/29,41.67,-0.0372,7.014872
300418,2024/10/30,41.02,-0.015599,4.933533
300418,2024/10/31,40.75,-0.006582,6.454175
300418,2024/11/1,38.19,-0.062822,6.391611
300418,2024/11/4,38.67,0.012569,3.24384
300418,2024/11/5,41.08,0.062322,6.905454
300418,2024/11/6,41.92,0.020448,8.669128
300418,2024/11/7,42.45,0.012643,5.631926
300418,2024/11/8,42.47,0.000471,6.886113
300418,2024/11/11,48.37,0.138922,14.075404
300418,2024/11/12,46.66,-0.035352,8.813839
300418,2024/11/13,49.8,0.067295,11.182649
300418,2024/11/14,45.65,-0.083333,9.122754
300418,2024/11/15,46.46,0.017744,11.038712
300418,2024/11/18,40.8,-0.121825,11.122437
300418,2024/11/19,40.97,0.004167,6.470586
300418,2024/11/20,43.33,0.057603,8.366237
300418,2024/11/21,43.87,0.012462,7.608603
300418,2024/11/22,42.76,-0.025302,8.518331
300418,2024/11/25,44.41,0.038587,6.824788
300418,2024/11/26,43.11,-0.029273,5.782625
300418,2024/11/27,44.89,0.04129,6.105855
300418,2024/11/28,44.05,-0.018712,6.549033
300418,2024/11/29,46.11,0.046765,8.334805
300418,2024/12/2,47.29,0.025591,7.878357
300418,2024/12/3,46.4,-0.01882,5.118346
300418,2024/12/4,44.68,-0.037069,4.855892
300418,2024/12/5,47.7,0.067592,8.11382
300418,2024/12/6,48.92,0.025577,10.13957
300418,2024/12/9,49.94,0.02085,7.550641
300418,2024/12/10,48.22,-0.034441,9.551046
300418,2024/12/11,47.25,-0.020116,5.489827
300418,2024/12/12,47.05,-0.004233,4.913036
300418,2024/12/13,45.43,-0.034431,5.27182
300418,2024/12/16,43.78,-0.03632,4.593528
300418,2024/12/17,42.7,-0.024669,3.479148
300418,2024/12/18,43.01,0.00726,2.98221
300418,2024/12/19,43.61,0.01395,2.858924
300418,2024/12/20,43.92,0.007108,3.294533
300418,2024/12/23,41.48,-0.055556,3.569539
300418,2024/12/24,41.21,-0.006509,3.022973
300418,2024/12/25,40.32,-0.021597,2.318142
300418,2024/12/26,41.03,0.017609,2.436866
300418,2024/12/27,40.22,-0.019742,2.981767
300418,2024/12/30,40.41,0.004724,2.303372
300418,2024/12/31,38.48,-0.04776,2.812663
300418,2025/1/2,37.17,-0.034044,3.342286
300418,2025/1/3,35.47,-0.045736,3.067467
300418,2025/1/6,35.54,0.001973,2.39671
300418,2025/1/7,36.56,0.0287,2.785143
300418,2025/1/8,36.21,-0.009573,2.705389
300418,2025/1/9,36.23,0.000552,2.264173
300418,2025/1/10,34.95,-0.03533,2.270622
300418,2025/1/13,35.09,0.004006,1.985131
300418,2025/1/14,37.1,0.057281,3.495726
300418,2025/1/15,36.75,-0.009434,3.20491
300418,2025/1/16,36.82,0.001905,2.568342
300418,2025/1/17,36.46,-0.009777,1.954404
300418,2025/1/20,36.3,-0.004388,2.522349
300418,2025/1/21,36.35,0.001377,2.371882
300418,2025/1/22,35.28,-0.029436,2.639876
300418,2025/1/23,35.14,-0.003968,3.584417
300418,2025/1/24,36.4,0.035857,5.89667
300418,2025/1/27,36.89,0.013462,6.060059
300418,2025/2/5,43.51,0.179452,11.197625
300418,2025/2/6,42.8,-0.016318,9.65911
300418,2025/2/7,42.93,0.003037,10.064268
300418,2025/2/10,43.28,0.008153,7.176388
300418,2025/2/11,41.4,-0.043438,6.831373
300418,2025/2/12,42.11,0.01715,4.969539
300418,2025/2/13,41.15,-0.022797,5.374779
300418,2025/2/14,43.21,0.050061,11.153564
300418,2025/2/17,43.24,0.000694,7.921415
300418,2025/2/18,42.47,-0.017808,8.543499
300418,2025/2/19,42.7,0.005416,5.651052
300418,2025/2/20,41.44,-0.029508,5.262251
300418,2025/2/21,42.38,0.022683,5.653619
300418,2025/2/24,42.25,-0.003067,4.644022
300418,2025/2/25,41.07,-0.027929,4.191175
300418,2025/2/26,40.82,-0.006087,4.542044
300418,2025/2/27,39.91,-0.022293,4.0054
300418,2025/2/28,37.01,-0.072663,4.676177
300418,2025/3/3,37.2,0.005134,2.850265
300418,2025/3/4,37.5,0.008065,1.993243
300418,2025/3/5,37.53,0.0008,2.173663
300418,2025/3/6,39.46,0.051426,5.153414
300418,2025/3/7,39.92,0.011657,7.435008
300418,2025/3/10,38.66,-0.031563,3.772553
300418,2025/3/11,38.33,-0.008536,2.21321
300418,2025/3/12,38.07,-0.006783,2.498085
300418,2025/3/13,37.43,-0.016811,2.262526
300418,2025/3/14,38.35,0.024579,2.702489
300418,2025/3/17,38.05,-0.007823,1.909679
300418,2025/3/18,38.03,-0.000526,1.79582
300418,2025/3/19,37.59,-0.01157,1.656137
300418,2025/3/20,37.16,-0.011439,1.532576
300418,2025/3/21,36.34,-0.022067,1.859001
300418,2025/3/24,35.86,-0.013209,2.379549
300418,2025/3/25,35.08,-0.021751,1.402028
300418,2025/3/26,35.09,0.000285,1.106364
300418,2025/3/27,35.71,0.017669,2.400109
300418,2025/3/28,35.02,-0.019322,1.417541
300418,2025/3/31,34.46,-0.015991,1.748311
300418,2025/4/1,34.2,-0.007545,1.21909
300418,2025/4/2,34.24,0.00117,0.923962
300418,2025/4/3,34.04,-0.005841,1.239564
300418,2025/4/7,27.23,-0.200059,4.26971
300418,2025/4/8,28.69,0.053617,3.618039
300418,2025/4/9,29.53,0.029278,3.186369
300418,2025/4/10,30.12,0.01998,2.719251
300418,2025/4/11,30.3,0.005976,1.897617
300418,2025/4/14,30.8,0.016502,1.848012
300418,2025/4/15,30.64,-0.005195,1.22533
300418,2025/4/16,30.39,-0.008159,1.311641
300418,2025/4/17,30.1,-0.009543,1.061563
300418,2025/4/18,30.3,0.006645,0.940488
300418,2025/4/21,31,0.023102,1.633413
300418,2025/4/22,30.7,-0.009677,1.26713
300418,2025/4/23,30.68,-0.000651,1.332994
300418,2025/4/24,30.06,-0.020209,1.533441
300418,2025/4/25,30.07,0.000333,1.404864
300418,2025/4/28,30.8,0.024277,3.423746
300418,2025/4/29,31.4,0.019481,2.881589
300418,2025/4/30,31.9,0.015924,2.932515
300418,2025/5/6,32.79,0.0279,2.652747
300418,2025/5/7,32.51,-0.008539,2.285781
300418,2025/5/8,32.87,0.011074,2.822256
300418,2025/5/9,31.99,-0.026772,1.725546
300418,2025/5/12,32.69,0.021882,1.663112
300418,2025/5/13,32.5,-0.005812,1.89432
300418,2025/5/14,32.63,0.004,1.565658
300418,2025/5/15,31.68,-0.029114,1.41734
300418,2025/5/16,31.62,-0.001894,0.933575
300418,2025/5/19,31.13,-0.015497,1.481467
300418,2025/5/20,31.67,0.017347,1.463675
300418,2025/5/21,31.19,-0.015156,1.02156
300418,2025/5/22,37.43,0.200064,12.316561
300418,2025/5/23,36.57,-0.022976,11.194723
