Stkcd,Trddt,Clsprc,Dretwd,ToverOs
688008,2025/4/18,73.1,0,0.868759
688008,2025/4/21,73.63,0.00725,0.921482
688008,2025/4/22,72.81,-0.011137,0.977236
688008,2025/4/23,74.11,0.017855,1.27822
688008,2025/4/24,72.58,-0.020645,1.628283
688008,2025/4/25,73.56,0.013502,1.391001
688008,2025/4/28,72.58,-0.013322,1.039518
688008,2025/4/29,74.31,0.023836,1.659972
688008,2025/4/30,76.82,0.033777,2.099624
688008,2025/5/6,78.92,0.027337,2.159844
688008,2025/5/7,78.82,-0.001267,1.772269
688008,2025/5/8,77.83,-0.01256,1.289594
688008,2025/5/9,76.69,-0.014647,1.286944
688008,2025/5/12,78.55,0.024253,1.51633
688008,2025/5/13,78.81,0.00331,1.815878
688008,2025/5/14,79.33,0.006598,1.438324
688008,2025/5/15,78.16,-0.014749,0.979097
688008,2025/5/16,77.6,-0.007165,1.141499
688008,2025/5/19,77.19,-0.005284,1.029657
688008,2025/5/20,78.11,0.011919,0.985216
688008,2025/5/21,77.2,-0.01165,0.764419
688008,2025/5/22,78.2,0.012953,1.329943
688008,2025/5/23,76.59,-0.020588,1.244371
688008,2025/5/26,75.85,-0.009662,1.237187
688008,2025/5/27,75.84,-0.000132,0.739672
688008,2025/5/28,76.3,0.006065,0.703174
688008,2025/5/29,77.95,0.021625,0.991347
688008,2025/5/30,76.32,-0.015908,1.124884
688008,2025/6/3,80.72,0.057652,3.696539
688008,2025/6/4,80.3,-0.005203,1.569392
688008,2025/6/5,83.8,0.043587,2.70024
688008,2025/6/6,83.84,0.000477,1.585521
688008,2025/6/9,83.89,0.000596,1.616103
688008,2025/6/10,81.81,-0.024794,2.125754
688008,2025/6/11,82.04,0.002811,1.367038
688008,2025/6/12,81.28,-0.009264,1.464886
688008,2025/6/13,79,-0.028051,2.692054
688008,2025/6/16,79.54,0.006835,1.750271
688008,2025/6/17,79.75,0.00264,1.216894
688008,2025/6/18,80.55,0.010031,1.509558
688008,2025/6/19,81.3,0.009311,1.877799
688008,2025/6/20,81.57,0.003321,1.309183
688008,2025/6/23,78.01,-0.043643,2.867997
688008,2025/6/24,79.05,0.013332,1.985795
688008,2025/6/25,80.78,0.021885,2.063255
688008,2025/6/26,79.8,-0.012132,1.587826
688008,2025/6/27,80.15,0.004386,1.469231
688008,2025/6/30,82,0.023082,1.736094
688008,2025/7/1,82,0,1.228897
688008,2025/7/2,80.26,-0.02122,1.154571
688008,2025/7/3,82.3,0.025417,1.393404
688008,2025/7/4,81.62,-0.008262,1.346731
688008,2025/7/7,80.26,-0.016663,1.223699
688008,2025/7/8,82.9,0.032893,1.768222
688008,2025/7/9,81,-0.022919,1.424163
688008,2025/7/10,80.82,-0.002222,1.393828
688008,2025/7/11,83.03,0.027345,2.012241
688008,2025/7/14,82.71,-0.003854,1.554331
688008,2025/7/15,85.3,0.031314,3.032127
688008,2025/7/16,84.96,-0.003986,2.73878
688008,2025/7/17,86.27,0.015419,1.733351
688008,2025/7/18,85.66,-0.007071,1.384284
688008,2025/7/21,83.91,-0.02043,2.02899
688008,2025/7/22,83.32,-0.007031,1.606421
688008,2025/7/23,83.52,0.0024,1.795157
688008,2025/7/24,83.68,0.001916,2.13393
688008,2025/7/25,84.6,0.010994,2.303336
688008,2025/7/28,85.97,0.016194,2.723029
688008,2025/7/29,87,0.011981,2.73817
688008,2025/7/30,87.21,0.002414,2.385796
688008,2025/7/31,85.02,-0.025112,2.709182
688008,2025/8/1,82.19,-0.033286,2.549231
688008,2025/8/4,84.16,0.023969,2.14709
688008,2025/8/5,85.16,0.011882,1.575714
688008,2025/8/6,90.94,0.067872,4.164041
688008,2025/8/7,92.96,0.022212,3.50747
688008,2025/8/8,91.36,-0.017212,1.887341
688008,2025/8/11,90.83,-0.005801,1.645859
688008,2025/8/12,90.16,-0.007376,2.208273
688008,2025/8/13,90.15,-0.000111,2.321411
688008,2025/8/14,88.94,-0.013422,3.053579
688008,2025/8/15,93,0.045649,3.285067
688008,2025/8/18,91.73,-0.013656,3.578561
688008,2025/8/19,89.6,-0.02322,3.0642
688008,2025/8/20,92.86,0.036384,3.646311
688008,2025/8/21,91.18,-0.018092,3.218528
688008,2025/8/22,99.11,0.086971,6.270378
688008,2025/8/25,101.98,0.028958,6.524486
688008,2025/8/26,103.6,0.015885,4.190847
688008,2025/8/27,108.2,0.044402,6.827708
688008,2025/8/28,117.5,0.085952,7.071209
688008,2025/8/29,122.9,0.045957,6.141723
688008,2025/9/1,124.22,0.01074,5.625773
688008,2025/9/2,115.4,-0.071003,6.143139
688008,2025/9/3,112.49,-0.025217,4.351869
688008,2025/9/4,102.85,-0.085697,5.86497
688008,2025/9/5,108.41,0.054059,4.387933
688008,2025/9/8,109.33,0.008486,4.015916
688008,2025/9/9,107.95,-0.012622,3.510854
688008,2025/9/10,114.1,0.056971,5.113045
688008,2025/9/11,117.4,0.028922,6.879226
688008,2025/9/12,118.2,0.006814,5.794399
688008,2025/9/15,117.16,-0.008799,3.69274
688008,2025/9/16,120.48,0.028337,4.740364
688008,2025/9/17,119.11,-0.011371,3.785636
688008,2025/9/18,119.01,-0.00084,5.460541
688008,2025/9/19,120.59,0.013276,6.577964
688008,2025/9/22,125.29,0.038975,4.878296
688008,2025/9/23,126.31,0.008141,5.125942
688008,2025/9/24,135.86,0.075608,6.826781
688008,2025/9/25,136.6,0.005447,3.884188
688008,2025/9/26,133.1,-0.025622,3.316882
688008,2025/9/29,143.65,0.079264,4.433451
688008,2025/9/30,154.8,0.077619,5.185744
688008,2025/10/9,157.08,0.014729,6.628068
688008,2025/10/10,150.06,-0.044691,4.683416
688008,2025/10/13,148.05,-0.013395,4.251673
688008,2025/10/14,147,-0.007092,4.490839
688008,2025/10/15,144.55,-0.016667,4.005162
688008,2025/10/16,144.6,0.000346,3.516117
688008,2025/10/17,138,-0.045643,3.335971
688008,2025/10/20,135.15,-0.020652,4.002848
688008,2025/10/21,139,0.028487,3.067007
688008,2025/10/22,136.36,-0.017554,2.192022
688008,2025/10/23,136.42,0.00044,1.947679
688008,2025/10/24,146.05,0.070591,4.287448
688008,2025/10/27,151.01,0.033961,4.750331
688008,2025/10/28,149.36,-0.010926,3.041858
688008,2025/10/29,153.3,0.026379,2.858131
688008,2025/10/30,152,-0.00848,3.815318
688008,2025/10/31,136.3,-0.103289,6.181374
688008,2025/11/3,133.13,-0.023258,4.168573
688008,2025/11/4,130.07,-0.022985,2.865343
688008,2025/11/5,128.91,-0.008918,2.529469
688008,2025/11/6,132.31,0.026375,3.365978
688008,2025/11/7,130.08,-0.016854,2.23867
688008,2025/11/10,127.8,-0.017528,2.776821
688008,2025/11/11,127.14,-0.005164,2.103329
688008,2025/11/12,124.68,-0.019349,2.425422
688008,2025/11/13,127.8,0.025024,2.68901
688008,2025/11/14,121.17,-0.051878,2.574666
688008,2025/11/17,121.2,0.000248,1.762382
688008,2025/11/18,120.9,-0.002475,1.975702
688008,2025/11/19,119.4,-0.012407,1.504756
688008,2025/11/20,118.02,-0.011558,1.56182
688008,2025/11/21,113.9,-0.034909,2.090077
688008,2025/11/24,113.9,0,1.724011
688008,2025/11/25,116.29,0.020983,2.296095
688008,2025/11/26,117.11,0.007051,1.936471
688008,2025/11/27,117.4,0.002476,2.626123
688008,2025/11/28,118.5,0.00937,1.594708
688008,2025/12/1,120.45,0.016456,2.156508
688008,2025/12/2,118.16,-0.019012,1.46213
688008,2025/12/3,118.1,-0.000508,1.380413
688008,2025/12/4,119.7,0.013548,1.445788
688008,2025/12/5,119.23,-0.003926,1.619976
688008,2025/12/8,123.11,0.032542,2.614901
688008,2025/12/9,123.1,-0.000081,2.003057
688008,2025/12/10,120.51,-0.02104,2.487351
688008,2025/12/11,119.39,-0.009294,3.356182
688008,2025/12/12,120.4,0.00846,3.379507
688008,2025/12/15,115.14,-0.043688,2.666398
688008,2025/12/16,113.57,-0.013636,1.878211
688008,2025/12/17,117.3,0.032843,1.966276
688008,2025/12/18,116.77,-0.004518,1.759417
688008,2025/12/19,117.58,0.006937,1.902679
688008,2025/12/22,120.4,0.023984,2.105662
688008,2025/12/23,121,0.004983,1.868225
688008,2025/12/24,121.8,0.006612,1.824374
688008,2025/12/25,121.3,-0.004105,1.62126
688008,2025/12/26,120.88,-0.003462,1.649613
688008,2025/12/29,119.12,-0.01456,2.073388
688008,2025/12/30,119.91,0.006632,2.31388
688008,2025/12/31,117.8,-0.017597,1.722752
688008,2026/1/5,127.75,0.084465,4.656031
688008,2026/1/6,133.52,0.045166,4.665853
688008,2026/1/7,135.7,0.016327,5.419149
688008,2026/1/8,132.08,-0.026676,3.518056
688008,2026/1/9,132.38,0.002271,3.114161
688008,2026/1/12,132.24,-0.001058,3.594151
688008,2026/1/13,129.5,-0.02072,3.170371
688008,2026/1/14,132.45,0.02278,4.566558
688008,2026/1/15,135.2,0.020763,4.187488
688008,2026/1/16,142.59,0.05466,5.636539
688008,2026/1/19,138.9,-0.025878,4.539749
688008,2026/1/20,143,0.029518,5.443221
688008,2026/1/21,160.02,0.119021,7.881311
688008,2026/1/22,167.9,0.049244,9.951085
688008,2026/1/23,160.02,-0.046933,6.488303
688008,2026/1/26,164.11,0.025559,5.93864
688008,2026/1/27,169.02,0.029919,5.770018
688008,2026/1/28,173.26,0.025086,5.669093
688008,2026/1/29,162.18,-0.06395,5.255794
688008,2026/1/30,181.85,0.121285,7.9754
688008,2026/2/2,177.93,-0.021556,6.627713
688008,2026/2/3,182.03,0.023043,5.968077
688008,2026/2/4,170.9,-0.061144,4.949329
688008,2026/2/5,168.15,-0.016091,2.831862
688008,2026/2/6,163.54,-0.027416,2.748995
688008,2026/2/9,173.45,0.060597,3.692357
688008,2026/2/10,177.5,0.02335,3.399925
688008,2026/2/11,169.9,-0.042817,2.49204
688008,2026/2/12,168.11,-0.010536,3.498053
688008,2026/2/13,164.6,-0.020879,2.552286
688008,2026/2/24,174.61,0.060814,3.522477
688008,2026/2/25,167.74,-0.039345,3.139504
688008,2026/2/26,165.12,-0.015619,2.997283
688008,2026/2/27,163.55,-0.009508,2.252283
688008,2026/3/2,159.44,-0.02513,2.722585
688008,2026/3/3,147.89,-0.072441,4.554061
688008,2026/3/4,150.31,0.016364,3.552348
688008,2026/3/5,152.63,0.015435,2.634441
688008,2026/3/6,151.61,-0.006683,1.8397
688008,2026/3/9,148.18,-0.022624,3.189027
688008,2026/3/10,152.98,0.032393,2.666741
688008,2026/3/11,149.8,-0.020787,2.19731
688008,2026/3/12,147.85,-0.013017,2.05234
688008,2026/3/13,146.5,-0.009131,2.318062
688008,2026/3/16,152.5,0.040956,3.573319
688008,2026/3/17,146.59,-0.038754,2.612679
688008,2026/3/18,153.62,0.047957,4.18507
688008,2026/3/19,149.68,-0.025648,3.335877
688008,2026/3/20,144.9,-0.031935,3.059537
688008,2026/3/23,136.8,-0.055901,3.345176
688008,2026/3/24,137.57,0.005629,2.620354
688008,2026/3/25,142,0.032202,2.841872
688008,2026/3/26,136.99,-0.035282,2.167408
688008,2026/3/27,135.1,-0.013797,2.048741
688008,2026/3/30,132,-0.022946,2.230579
688008,2026/3/31,125.28,-0.050909,3.178908
688008,2026/4/1,129.97,0.037436,2.985854
688008,2026/4/2,129,-0.007463,2.66763
688008,2026/4/3,127.26,-0.013488,1.622263
688008,2026/4/7,127.9,0.005029,1.727332
688008,2026/4/8,139.21,0.088428,4.365118
688008,2026/4/9,139.17,-0.000287,3.240105
688008,2026/4/10,143.53,0.031329,3.50139
688008,2026/4/13,152.3,0.061102,4.665986
688008,2026/4/14,153.36,0.00696,5.496485
688008,2026/4/15,147.18,-0.040297,4.285636
688008,2026/4/16,151,0.025955,3.465656
688008,2026/4/17,150.78,-0.001457,3.971068
688008,2026/4/20,154.66,0.025733,3.770969
688008,2026/4/21,158.4,0.024182,3.944089
688008,2026/4/22,163.35,0.03125,5.073986
688008,2026/4/23,159.7,-0.022345,5.42058
688008,2026/4/24,163.5,0.023795,5.417894
688008,2026/4/27,178.09,0.089235,7.201285
688008,2026/4/28,173.61,-0.025156,6.061119
688008,2026/4/29,169.9,-0.02137,4.513996
688008,2026/4/30,173.3,0.020012,5.157661
688009,2022/6/1,4.53,-0.006579,0.991966
688009,2022/6/2,4.73,0.04415,2.063049
688009,2022/6/6,4.72,-0.002114,1.93832
688009,2022/6/7,4.65,-0.014831,1.25951
688009,2022/6/8,4.59,-0.012903,1.280039
688009,2022/6/9,4.56,-0.006536,1.006461
688009,2022/6/10,4.75,0.041667,2.996342
688009,2022/6/13,4.65,-0.021053,1.512138
688009,2022/6/14,4.72,0.015054,1.220764
688009,2022/6/15,4.7,-0.004237,1.3884
688009,2022/6/16,4.68,-0.004255,0.932026
688009,2022/6/17,4.69,0.002137,0.753101
688009,2022/6/20,4.63,-0.012793,0.651389
688009,2022/6/21,4.63,0,0.5796
688009,2022/6/22,4.53,-0.021598,0.746084
688009,2022/6/23,4.57,0.00883,0.584883
688009,2022/6/24,4.58,0.002188,0.46549
688009,2022/6/27,4.56,-0.004367,0.563354
688009,2022/6/28,4.59,0.006579,0.540102
688009,2022/6/29,4.55,-0.008715,0.665962
688009,2022/6/30,4.53,-0.004396,0.693663
688009,2022/7/1,4.51,-0.004415,0.526135
688009,2022/7/4,4.47,-0.008869,0.652607
688009,2022/7/5,4.44,-0.006711,0.61378
688009,2022/7/6,4.41,-0.006757,0.62622
688009,2022/7/7,4.4,-0.002268,0.411073
688009,2022/7/8,4.41,0.002273,0.414337
688009,2022/7/11,4.42,0.002268,0.484297
688009,2022/7/12,4.41,-0.002262,0.610656
688009,2022/7/13,4.43,0.004535,0.409028
688009,2022/7/14,4.43,0,0.456877
688009,2022/7/15,4.4,-0.006772,0.445399
688009,2022/7/18,4.48,0.018182,0.702115
688009,2022/7/19,4.34,0.006696,0.581628
688009,2022/7/20,4.41,0.016129,0.567628
688009,2022/7/21,4.4,-0.002268,0.477531
688009,2022/7/22,4.4,0,0.475382
688009,2022/7/25,4.38,-0.004545,0.453341
688009,2022/7/26,4.41,0.006849,0.313729
688009,2022/7/27,4.4,-0.002268,0.28978
688009,2022/7/28,4.42,0.004545,0.47129
688009,2022/7/29,4.39,-0.006787,0.425962
688009,2022/8/1,4.42,0.006834,0.438146
688009,2022/8/2,4.35,-0.015837,1.137616
688009,2022/8/3,4.32,-0.006897,0.549806
688009,2022/8/4,4.31,-0.002315,0.393905
688009,2022/8/5,4.43,0.027842,0.814173
688009,2022/8/8,4.41,-0.004515,0.465751
688009,2022/8/9,4.4,-0.002268,0.40351
688009,2022/8/10,4.39,-0.002273,0.302041
688009,2022/8/11,4.45,0.013667,0.516947
688009,2022/8/12,4.44,-0.002247,0.483412
688009,2022/8/15,4.43,-0.002252,0.368937
688009,2022/8/16,4.42,-0.002257,0.335728
688009,2022/8/17,4.43,0.002262,0.317222
688009,2022/8/18,4.41,-0.004515,0.393735
688009,2022/8/19,4.41,0,0.497481
688009,2022/8/22,4.43,0.004535,0.415404
688009,2022/8/23,4.39,-0.009029,0.293506
688009,2022/8/24,4.31,-0.018223,0.5851
688009,2022/8/25,4.32,0.00232,0.44378
688009,2022/8/26,4.35,0.006944,0.429087
688009,2022/8/29,4.37,0.004598,0.377986
688009,2022/8/30,4.44,0.016018,0.737932
688009,2022/8/31,4.43,-0.002252,0.69035
688009,2022/9/1,4.33,-0.022573,0.553413
688009,2022/9/2,4.41,0.018476,0.526042
688009,2022/9/5,4.41,0,0.392661
688009,2022/9/6,4.43,0.004535,0.440412
688009,2022/9/7,4.43,0,0.338796
688009,2022/9/8,4.44,0.002257,0.483137
688009,2022/9/9,4.46,0.004505,0.777033
688009,2022/9/13,4.44,-0.004484,0.514173
688009,2022/9/14,4.39,-0.011261,0.464821
688009,2022/9/15,4.37,-0.004556,0.561872
688009,2022/9/16,4.25,-0.02746,0.783871
688009,2022/9/19,4.2,-0.011765,0.466962
688009,2022/9/20,4.2,0,0.427815
688009,2022/9/21,4.24,0.009524,0.379462
688009,2022/9/22,4.2,-0.009434,0.365203
688009,2022/9/23,4.24,0.009524,0.505259
688009,2022/9/26,4.18,-0.014151,0.481107
688009,2022/9/27,4.22,0.009569,0.335507
688009,2022/9/28,4.17,-0.011848,0.472883
688009,2022/9/29,4.13,-0.009592,0.381264
688009,2022/9/30,4.15,0.004843,0.375233
688009,2022/10/10,4.15,0,0.441803
688009,2022/10/11,4.22,0.016867,0.409344
688009,2022/10/12,4.28,0.014218,0.514776
688009,2022/10/13,4.31,0.007009,0.493654
688009,2022/10/14,4.32,0.00232,0.471044
688009,2022/10/17,4.37,0.011574,0.58859
688009,2022/10/18,4.35,-0.004577,0.43799
688009,2022/10/19,4.34,-0.002299,0.368702
688009,2022/10/20,4.37,0.006912,0.488896
688009,2022/10/21,4.41,0.009153,0.615869
688009,2022/10/24,4.37,-0.00907,0.720747
688009,2022/10/25,4.38,0.002288,0.493822
688009,2022/10/26,4.43,0.011416,0.679688
688009,2022/10/27,4.41,-0.004515,0.614852
688009,2022/10/28,4.31,-0.022676,0.674781
688009,2022/10/31,4.53,0.051044,1.998954
688009,2022/11/1,4.55,0.004415,1.291673
688009,2022/11/2,4.53,-0.004396,0.802634
688009,2022/11/3,4.54,0.002208,0.68304
688009,2022/11/4,4.57,0.006608,0.752899
688009,2022/11/7,4.52,-0.010941,0.715409
688009,2022/11/8,4.52,0,0.607745
688009,2022/11/9,4.51,-0.002212,0.441334
688009,2022/11/10,4.51,0,0.497972
688009,2022/11/11,4.55,0.008869,0.858793
688009,2022/11/14,4.58,0.006593,0.911457
688009,2022/11/15,4.56,-0.004367,0.827236
688009,2022/11/16,4.55,-0.002193,0.474715
688009,2022/11/17,4.59,0.008791,0.625214
688009,2022/11/18,4.56,-0.006536,0.629443
688009,2022/11/21,4.52,-0.008772,0.536499
688009,2022/11/22,4.6,0.017699,1.580079
688009,2022/11/23,4.68,0.017391,2.153144
688009,2022/11/24,4.56,-0.025641,1.267581
688009,2022/11/25,4.68,0.026316,1.388296
688009,2022/11/28,4.65,-0.00641,0.986595
688009,2022/11/29,4.7,0.010753,1.063971
688009,2022/11/30,4.7,0,1.531944
688009,2022/12/1,4.67,-0.006383,0.781928
688009,2022/12/2,4.67,0,0.641902
688009,2022/12/5,4.85,0.038544,2.762789
688009,2022/12/6,4.85,0,1.558021
688009,2022/12/7,4.79,-0.012371,0.947419
688009,2022/12/8,4.74,-0.010438,0.898024
688009,2022/12/9,4.79,0.010549,1.383704
688009,2022/12/12,4.72,-0.014614,0.898135
688009,2022/12/13,4.74,0.004237,0.64908
688009,2022/12/14,4.71,-0.006329,0.531626
688009,2022/12/15,4.69,-0.004246,0.52954
688009,2022/12/16,4.84,0.031983,1.874602
688009,2022/12/19,4.74,-0.020661,1.19896
688009,2022/12/20,4.81,0.014768,1.046374
688009,2022/12/21,4.78,-0.006237,0.416914
688009,2022/12/22,4.67,-0.023013,0.572727
688009,2022/12/23,4.75,0.017131,0.590434
688009,2022/12/26,4.81,0.012632,0.608783
688009,2022/12/27,4.82,0.002079,0.746568
688009,2022/12/28,4.82,0,0.372736
688009,2022/12/29,4.74,-0.016598,0.439192
688009,2022/12/30,4.79,0.010549,0.384743
688009,2023/1/3,4.83,0.008351,0.641467
688009,2023/1/4,4.83,0,0.597687
688009,2023/1/5,4.76,-0.014493,0.73125
688009,2023/1/6,4.7,-0.012605,0.817828
688009,2023/1/9,4.68,-0.004255,0.465948
688009,2023/1/10,4.69,0.002137,0.34449
688009,2023/1/11,4.64,-0.010661,0.55202
688009,2023/1/12,4.61,-0.006466,0.612709
688009,2023/1/13,4.68,0.015184,0.466275
688009,2023/1/16,4.72,0.008547,0.618989
688009,2023/1/17,4.73,0.002119,0.372578
688009,2023/1/18,4.75,0.004228,0.42511
688009,2023/1/19,4.8,0.010526,0.496464
688009,2023/1/20,4.84,0.008333,0.749607
688009,2023/1/30,4.83,-0.002066,0.229991
688009,2023/1/31,4.84,0.00207,0.133815
688009,2023/2/1,4.85,0.002066,0.131352
688009,2023/2/2,4.86,0.002062,0.129907
688009,2023/2/3,4.86,0,0.119784
688009,2023/2/6,4.87,0.002058,0.131019
688009,2023/2/7,4.9,0.00616,0.136075
688009,2023/2/8,4.87,-0.006122,0.095766
688009,2023/2/9,4.92,0.010267,0.148875
688009,2023/2/10,5,0.01626,0.302605
688009,2023/2/13,4.99,-0.002,0.15824
688009,2023/2/14,4.99,0,0.107663
688009,2023/2/15,4.96,-0.006012,0.114337
688009,2023/2/16,4.91,-0.010081,0.175679
688009,2023/2/17,4.94,0.00611,0.113395
688009,2023/2/20,4.98,0.008097,0.189136
688009,2023/2/21,5,0.004016,0.104553
688009,2023/2/22,5,0,0.097883
688009,2023/2/23,5.01,0.002,0.138676
688009,2023/2/24,5.01,0,0.099537
688009,2023/2/27,5,-0.001996,0.156942
688009,2023/2/28,5.11,0.022,0.30426
688009,2023/3/1,5.34,0.04501,0.829696
688009,2023/3/2,5.39,0.009363,0.454094
688009,2023/3/3,5.51,0.022263,0.629571
688009,2023/3/6,5.56,0.009074,0.477306
688009,2023/3/7,5.48,-0.014388,0.656971
688009,2023/3/8,5.43,-0.009124,0.309729
688009,2023/3/9,5.41,-0.003683,0.196547
688009,2023/3/10,5.35,-0.011091,0.208473
688009,2023/3/13,5.42,0.013084,0.253595
688009,2023/3/14,5.46,0.00738,0.326955
688009,2023/3/15,5.54,0.014652,0.414358
688009,2023/3/16,5.48,-0.01083,0.272434
688009,2023/3/17,5.59,0.020073,0.434451
688009,2023/3/20,5.55,-0.007156,0.454353
688009,2023/3/21,5.48,-0.012613,0.327432
688009,2023/3/22,5.51,0.005474,0.20243
688009,2023/3/23,5.55,0.00726,0.276202
688009,2023/3/24,5.48,-0.012613,0.225171
688009,2023/3/27,5.62,0.025547,0.752068
688009,2023/3/28,5.45,-0.030249,0.550132
688009,2023/3/29,5.42,-0.005505,0.368908
688009,2023/3/30,5.42,0,0.309566
688009,2023/3/31,5.42,0,0.250966
688009,2023/4/3,5.44,0.00369,0.293514
688009,2023/4/4,5.68,0.044118,0.716866
688009,2023/4/6,5.6,-0.014085,0.349738
688009,2023/4/7,5.55,-0.008929,0.27813
688009,2023/4/10,5.52,-0.005405,0.245622
688009,2023/4/11,5.52,0,0.247934
688009,2023/4/12,5.59,0.012681,0.304151
688009,2023/4/13,5.57,-0.003578,0.247692
688009,2023/4/14,5.69,0.021544,0.42468
688009,2023/4/17,5.85,0.02812,0.732106
688009,2023/4/18,5.83,-0.003419,0.491837
688009,2023/4/19,5.93,0.017153,0.815903
688009,2023/4/20,6.43,0.084317,1.996834
688009,2023/4/21,6.56,0.020218,1.973424
688009,2023/4/24,6.47,-0.01372,1.294548
688009,2023/4/25,6.71,0.037094,1.408756
688009,2023/4/26,6.27,-0.065574,1.513805
688009,2023/4/27,6.33,0.009569,0.810608
688009,2023/4/28,6.52,0.030016,0.810854
688009,2023/5/4,6.24,-0.042945,1.352088
688009,2023/5/5,6.22,-0.003205,0.707733
688009,2023/5/8,6.22,0,0.772649
688009,2023/5/9,6.17,-0.008039,0.758315
688009,2023/5/10,5.94,-0.037277,1.110621
688009,2023/5/11,5.93,-0.001684,0.49945
688009,2023/5/12,5.83,-0.016863,0.44469
688009,2023/5/15,5.75,-0.013722,0.555171
688009,2023/5/16,5.73,-0.003478,0.409409
688009,2023/5/17,5.71,-0.00349,0.293208
688009,2023/5/18,5.77,0.010508,0.400199
688009,2023/5/19,5.75,-0.003466,0.271128
688009,2023/5/22,5.71,-0.006957,0.288104
688009,2023/5/23,5.64,-0.012259,0.279009
688009,2023/5/24,5.5,-0.024823,0.467083
688009,2023/5/25,5.55,0.009091,0.31735
688009,2023/5/26,5.6,0.009009,0.179487
688009,2023/5/29,5.8,0.035714,0.448209
688009,2023/5/30,5.96,0.027586,0.735827
688009,2023/5/31,5.96,0,0.481912
688009,2023/6/1,5.84,-0.020134,0.376566
688009,2023/6/2,5.83,-0.001712,0.360533
688009,2023/6/5,5.73,-0.017153,0.313614
688009,2023/6/6,5.71,-0.00349,0.376352
688009,2023/6/7,5.85,0.024518,0.363176
688009,2023/6/8,5.9,0.008547,0.329899
688009,2023/6/9,5.95,0.008475,0.427943
688009,2023/6/12,5.82,-0.021849,0.336505
688009,2023/6/13,5.73,-0.015464,0.312055
688009,2023/6/14,5.72,-0.001745,0.201762
688009,2023/6/15,5.7,-0.003497,0.24381
688009,2023/6/16,5.81,0.019298,0.332498
688009,2023/6/19,5.78,-0.005164,0.399309
688009,2023/6/20,5.69,-0.015571,0.248941
688009,2023/6/21,5.68,-0.001757,0.249838
688009,2023/6/26,5.63,-0.008803,0.270291
688009,2023/6/27,5.8,0.030195,0.333597
688009,2023/6/28,5.73,-0.012069,0.222556
688009,2023/6/29,5.79,0.010471,0.197537
688009,2023/6/30,5.8,0.001727,0.187596
688009,2023/7/3,5.96,0.027586,0.365265
688009,2023/7/4,5.86,-0.016779,0.225833
688009,2023/7/5,5.87,0.001706,0.170027
688009,2023/7/6,5.9,0.005111,0.165329
688009,2023/7/7,5.98,0.013559,0.310228
688009,2023/7/10,5.92,-0.010033,0.251385
688009,2023/7/11,5.91,-0.001689,0.135406
688009,2023/7/12,5.86,-0.00846,0.183581
688009,2023/7/13,5.88,0.003413,0.137746
688009,2023/7/14,5.88,0,0.152694
688009,2023/7/17,5.92,0.006803,0.231094
688009,2023/7/18,6.03,0.018581,0.30192
688009,2023/7/19,6.04,0.001658,0.248482
688009,2023/7/20,5.89,0.003311,0.275802
688009,2023/7/21,5.87,-0.003396,0.162999
688009,2023/7/24,5.86,-0.001704,0.115269
688009,2023/7/25,5.96,0.017065,0.164757
688009,2023/7/26,5.87,-0.015101,0.154838
688009,2023/7/27,5.85,-0.003407,0.141402
688009,2023/7/28,5.94,0.015385,0.219596
688009,2023/7/31,6,0.010101,0.297919
688009,2023/8/1,6,0,0.160626
688009,2023/8/2,5.97,-0.005,0.124759
688009,2023/8/3,6.03,0.01005,0.200075
688009,2023/8/4,6.04,0.001658,0.194316
688009,2023/8/7,6.04,0,0.15468
688009,2023/8/8,6.01,-0.004967,0.133344
688009,2023/8/9,5.98,-0.004992,0.096596
688009,2023/8/10,5.96,-0.003344,0.118405
688009,2023/8/11,5.88,-0.013423,0.178933
688009,2023/8/14,5.91,0.005102,0.155499
688009,2023/8/15,5.94,0.005076,0.113423
688009,2023/8/16,5.88,-0.010101,0.145458
688009,2023/8/17,5.97,0.015306,0.183595
688009,2023/8/18,6.01,0.0067,0.233045
688009,2023/8/21,5.86,-0.024958,0.238692
688009,2023/8/22,5.96,0.017065,0.270051
688009,2023/8/23,5.93,-0.005034,0.162208
688009,2023/8/24,5.39,-0.091062,0.583421
688009,2023/8/25,5.28,-0.020408,0.464832
688009,2023/8/28,5.42,0.026515,0.548296
688009,2023/8/29,5.6,0.03321,0.384356
688009,2023/8/30,5.67,0.0125,0.371207
688009,2023/8/31,5.61,-0.010582,0.236742
688009,2023/9/1,5.72,0.019608,0.237477
688009,2023/9/4,5.69,-0.005245,0.283993
688009,2023/9/5,5.67,-0.003515,0.205782
688009,2023/9/6,5.57,-0.017637,0.22569
688009,2023/9/7,5.51,-0.010772,0.301529
688009,2023/9/8,5.43,-0.014519,0.153036
688009,2023/9/11,5.5,0.012891,0.336296
688009,2023/9/12,5.49,-0.001818,0.161463
688009,2023/9/13,5.46,-0.005464,0.200738
688009,2023/9/14,5.59,0.02381,0.282504
688009,2023/9/15,5.43,-0.028623,0.331371
688009,2023/9/18,5.52,0.016575,0.250007
688009,2023/9/19,5.49,-0.005435,0.164784
688009,2023/9/20,5.46,-0.005464,0.154474
688009,2023/9/21,5.45,-0.001832,0.154106
688009,2023/9/22,5.53,0.014679,0.23185
688009,2023/9/25,5.3,-0.041591,0.332905
