date,ticker,market,industry,close,log_ret,volume,turnover,marketcap,beta,ret,ret_market,stock_ret,China,Software
2022-11-11,2371,China,Semi,238.22,,,2.719319,,,0.013702,0.0274965785166765,0.013702,1,0
2022-11-14,2371,China,Semi,237.48,,,1.661559,,,-0.003106,0.0014712913615914,-0.003106,1,0
2022-11-15,2371,China,Semi,250.01,,,2.770439,,,0.052762,0.0187880445371218,0.052762,1,0
2022-11-16,2371,China,Semi,242.13,,,1.594115,,,-0.031519,-0.0082030359090714,-0.031519,1,0
2022-11-17,2371,China,Semi,242.45,,,2.159535,,,0.001322,-0.0041097376640134,0.001322,1,0
2022-11-18,2371,China,Semi,230.53,,,2.140653,,,-0.049165,-0.0044867469743072,-0.049165,1,0
2022-11-21,2371,China,Semi,230.7,,,1.048129,,,0.000737,-0.008570466593736,0.000737,1,0
2022-11-22,2371,China,Semi,229.71,,,1.356455,,,-0.004291,0.0001183227878866,-0.004291,1,0
2022-11-23,2371,China,Semi,225.76,,,1.599309,,,-0.017196,0.0010489054404143,-0.017196,1,0
2022-11-24,2371,China,Semi,229.62,,,1.249313,,,0.017098,-0.0044409772049624,0.017098,1,0
2022-11-25,2371,China,Semi,225.01,,,1.610354,,,-0.020077,0.0050362638085252,-0.020077,1,0
2022-11-28,2371,China,Semi,224.0,,,1.219964,,,-0.004489,-0.011328899441765,-0.004489,1,0
2022-11-29,2371,China,Semi,225.01,,,1.410126,,,0.004509,0.0303861691021326,0.004509,1,0
2022-11-30,2371,China,Semi,222.89,,,1.361449,,,-0.009422,0.0011984743546364,-0.009422,1,0
2022-12-01,2371,China,Semi,230.99,,,2.321952,,,0.036341,0.0107727022556604,0.036341,1,0
2022-12-02,2371,China,Semi,226.93,,,1.705661,,,-0.017577,-0.0061349324765045,-0.017577,1,0
2022-12-05,2371,China,Semi,224.35,,,1.506255,,,-0.011369,0.0194249416377961,-0.011369,1,0
2022-12-06,2371,China,Semi,238.3,,,3.215603,,,0.06218,0.0053877074495605,0.06218,1,0
2022-12-07,2371,China,Semi,239.32,,,1.660758,,,0.00428,-0.0024618264885694,0.00428,1,0
2022-12-08,2371,China,Semi,238.0,,,1.053156,,,-0.005516,0.0001866722345375,-0.005516,1,0
2022-12-09,2371,China,Semi,244.81,,,2.322761,,,0.028613,0.0098183316139603,0.028613,1,0
2022-12-12,2371,China,Semi,243.96,,,1.80356,,,-0.003472,-0.0112684199109239,-0.003472,1,0
2022-12-13,2371,China,Semi,235.3,,,1.828023,,,-0.035498,-0.0019652818460086,-0.035498,1,0
2022-12-14,2371,China,Semi,242.3,,,3.765428,,,0.029749,0.0023302135568703,0.029749,1,0
2022-12-15,2371,China,Semi,247.12,,,2.251402,,,0.019893,-0.0007327800501798,0.019893,1,0
2022-12-16,2371,China,Semi,241.22,,,1.536219,,,-0.023875,0.0005661368370848,-0.023875,1,0
2022-12-19,2371,China,Semi,234.4,,,1.172719,,,-0.028273,-0.0155482977420259,-0.028273,1,0
2022-12-20,2371,China,Semi,231.83,,,0.991697,,,-0.010964,-0.0166287232891807,-0.010964,1,0
2022-12-21,2371,China,Semi,228.0,,,0.928652,,,-0.016521,0.0003971510146457,-0.016521,1,0
2022-12-22,2371,China,Semi,222.95,,,0.996532,,,-0.022149,0.001432192963163,-0.022149,1,0
2022-12-23,2371,China,Semi,217.82,,,1.180199,,,-0.02301,-0.0020377742790008,-0.02301,1,0
2022-12-26,2371,China,Semi,223.76,,,1.061707,,,0.02727,0.0039808658425671,0.02727,1,0
2022-12-27,2371,China,Semi,227.52,,,0.94365,,,0.016804,0.0114767866245989,0.016804,1,0
2022-12-28,2371,China,Semi,224.8,,,0.832846,,,-0.011955,-0.0042762657510833,-0.011955,1,0
2022-12-29,2371,China,Semi,227.64,,,1.182374,,,0.012633,-0.0037689138702355,0.012633,1,0
2022-12-30,2371,China,Semi,225.3,,,0.830985,,,-0.010279,0.0038644853217209,-0.010279,1,0
2023-01-03,2371,China,Semi,230.3,,,1.182448,,,0.022193,0.0041922687413275,0.022193,1,0
2023-01-04,2371,China,Semi,226.3,,,1.553213,,,-0.017369,0.0012978023366005,-0.017369,1,0
2023-01-05,2371,China,Semi,228.31,,,1.180661,,,0.008882,0.0192411329059238,0.008882,1,0
2023-01-06,2371,China,Semi,228.32,,,1.197916,,,4.4e-05,0.0030973170508159,4.4e-05,1,0
2023-01-09,2371,China,Semi,229.4,,,1.324743,,,0.00473,0.0080638324656877,0.00473,1,0
2023-01-10,2371,China,Semi,230.5,,,1.657665,,,0.004795,0.0010843532686692,0.004795,1,0
2023-01-11,2371,China,Semi,228.9,,,2.2085,,,-0.006941,-0.0018543749603041,-0.006941,1,0
2023-01-12,2371,China,Semi,225.61,,,1.144743,,,-0.014373,0.0019526906141144,-0.014373,1,0
2023-01-13,2371,China,Semi,227.11,,,0.829687,,,0.006649,0.013966188993352,0.006649,1,0
2023-01-16,2371,China,Semi,236.0,,,2.355698,,,0.039144,0.0154860278611253,0.039144,1,0
2023-01-17,2371,China,Semi,242.56,,,1.803034,,,0.027797,-0.0001744971670389,0.027797,1,0
2023-01-18,2371,China,Semi,239.2,,,0.937669,,,-0.013852,-0.0016759491248966,-0.013852,1,0
2023-01-19,2371,China,Semi,245.66,,,1.235573,,,0.027007,0.006201565024374,0.027007,1,0
2023-01-20,2371,China,Semi,245.69,,,1.107926,,,0.000122,0.0061214926686871,0.000122,1,0
2023-01-30,2371,China,Semi,244.13,,,1.578846,,,-0.006349,0.0047282212876558,-0.006349,1,0
2023-01-31,2371,China,Semi,234.29,,,2.20224,,,-0.040306,-0.0106452116816851,-0.040306,1,0
2023-02-01,2371,China,Semi,238.16,,,1.415661,,,0.016518,0.0093562223807869,0.016518,1,0
2023-02-02,2371,China,Semi,255.59,,,3.750975,,,0.073186,-0.0035296336716387,0.073186,1,0
2023-02-03,2371,China,Semi,252.81,,,1.551345,,,-0.010877,-0.0094961760885253,-0.010877,1,0
2023-02-06,2371,China,Semi,254.0,,,1.54943,,,0.004707,-0.0133085596678949,0.004707,1,0
2023-02-07,2371,China,Semi,249.64,,,1.39971,,,-0.017165,0.001798289030231,-0.017165,1,0
2023-02-08,2371,China,Semi,244.96,,,1.225625,,,-0.018747,-0.0044289349204184,-0.018747,1,0
2023-02-09,2371,China,Semi,253.2,,,1.816123,,,0.033638,0.013334183999665,0.033638,1,0
2023-02-10,2371,China,Semi,248.49,,,1.383688,,,-0.018602,-0.0059600764836294,-0.018602,1,0
2023-02-13,2371,China,Semi,252.29,,,1.543654,,,0.015292,0.0090338854290023,0.015292,1,0
2023-02-14,2371,China,Semi,248.26,,,1.704362,,,-0.015974,0.0004140495065466,-0.015974,1,0
2023-02-15,2371,China,Semi,255.93,,,1.61896,,,0.030895,-0.0052245988618019,0.030895,1,0
2023-02-16,2371,China,Semi,251.1,,,1.733328,,,-0.018872,-0.0073507327365869,-0.018872,1,0
2023-02-17,2371,China,Semi,238.04,,,2.374231,,,-0.052011,-0.0145133050130981,-0.052011,1,0
2023-02-20,2371,China,Semi,239.07,,,1.260094,,,0.004327,0.0242379731101393,0.004327,1,0
2023-02-21,2371,China,Semi,239.05,,,0.842145,,,-8.4e-05,0.0026248395687452,-8.4e-05,1,0
2023-02-22,2371,China,Semi,240.91,,,1.019745,,,0.007781,-0.0090660219656441,0.007781,1,0
2023-02-23,2371,China,Semi,240.1,,,0.764566,,,-0.003362,-0.0008050572153285,-0.003362,1,0
2023-02-24,2371,China,Semi,237.33,,,0.799686,,,-0.011537,-0.0104352709388476,-0.011537,1,0
2023-02-27,2371,China,Semi,230.77,,,1.174222,,,-0.027641,-0.0042448511527945,-0.027641,1,0
2023-02-28,2371,China,Semi,233.25,,,0.96836,,,0.010747,0.0063143420399151,0.010747,1,0
2023-03-01,2371,China,Semi,233.65,,,1.000083,,,0.001715,0.0140266300931643,0.001715,1,0
2023-03-02,2371,China,Semi,234.7,,,1.39904,,,0.004494,-0.0022327134160456,0.004494,1,0
2023-03-03,2371,China,Semi,248.94,,,3.240916,,,0.060673,0.00310682865412,0.060673,1,0
2023-03-06,2371,China,Semi,254.88,,,2.379362,,,0.023861,-0.0052286885371904,0.023861,1,0
2023-03-07,2371,China,Semi,247.66,,,1.658077,,,-0.028327,-0.0147487394336174,-0.028327,1,0
2023-03-08,2371,China,Semi,248.98,,,1.22612,,,0.00533,-0.0036481725389018,0.00533,1,0
2023-03-09,2371,China,Semi,258.29,,,2.930863,,,0.037393,-0.0035403743405525,0.037393,1,0
2023-03-10,2371,China,Semi,261.17,,,2.43177,,,0.01115,-0.0132006655605223,0.01115,1,0
2023-03-13,2371,China,Semi,262.84,,,1.657203,,,0.006394,0.0104193351145107,0.006394,1,0
2023-03-14,2371,China,Semi,278.0,,,3.070201,,,0.057678,-0.006002483561914,0.057678,1,0
2023-03-15,2371,China,Semi,272.0,,,2.337288,,,-0.021583,0.0005534649530276,-0.021583,1,0
2023-03-16,2371,China,Semi,267.0,,,2.015679,,,-0.018382,-0.0120492703557949,-0.018382,1,0
2023-03-17,2371,China,Semi,270.0,,,1.973345,,,0.011236,0.004980530606346,0.011236,1,0
2023-03-20,2371,China,Semi,277.29,,,2.484474,,,0.027,-0.0049993165566895,0.027,1,0
2023-03-21,2371,China,Semi,273.79,,,1.759552,,,-0.012622,0.0109326964026168,-0.012622,1,0
2023-03-22,2371,China,Semi,267.52,,,1.651533,,,-0.022901,0.0042759731147284,-0.022901,1,0
2023-03-23,2371,China,Semi,268.35,,,1.993694,,,0.003103,0.0098643176525631,0.003103,1,0
2023-03-24,2371,China,Semi,259.01,,,2.331225,,,-0.034805,-0.0029863143767404,-0.034805,1,0
2023-03-27,2371,China,Semi,252.42,,,1.966949,,,-0.025443,-0.0036243483470536,-0.025443,1,0
2023-03-28,2371,China,Semi,247.34,,,1.308153,,,-0.020125,-0.0032356525839632,-0.020125,1,0
2023-03-29,2371,China,Semi,271.87,,,4.082611,,,0.099175,0.001656078909945,0.099175,1,0
2023-03-30,2371,China,Semi,263.97,,,2.707302,,,-0.029058,0.0080505912349531,-0.029058,1,0
2023-03-31,2371,China,Semi,265.85,,,1.79151,,,0.007122,0.0030657230457501,0.007122,1,0
2023-04-03,2371,China,Semi,279.89,,,3.213363,,,0.052812,0.0097383387588878,0.052812,1,0
2023-04-04,2371,China,Semi,283.33,,,3.171869,,,0.012291,0.0030601684455057,0.012291,1,0
2023-04-06,2371,China,Semi,307.43,,,4.057342,,,0.08506,-0.0015768786321101,0.08506,1,0
2023-04-07,2371,China,Semi,312.66,,,2.393004,,,0.017012,0.0064818376021907,0.017012,1,0
2023-04-10,2371,China,Semi,299.7,,,2.645236,,,-0.041451,-0.0044890190855494,-0.041451,1,0
2023-04-11,2371,China,Semi,295.4,,,2.200714,,,-0.014348,-0.0011368734283516,-0.014348,1,0
2023-04-12,2371,China,Semi,296.2,,,1.692724,,,0.002708,-0.0006977791875518,0.002708,1,0
2023-04-13,2371,China,Semi,286.01,,,2.006741,,,-0.034402,-0.0069331833991617,-0.034402,1,0
2023-04-14,2371,China,Semi,314.61,,,3.140204,,,0.099997,0.0056414956770505,0.099997,1,0
2023-04-17,2371,China,Semi,328.9,,,3.922904,,,0.045421,0.0139262857802164,0.045421,1,0
2023-04-18,2371,China,Semi,322.5,,,2.544788,,,-0.019459,0.0030435270628399,-0.019459,1,0
2023-04-19,2371,China,Semi,327.6,,,3.041164,,,0.015814,-0.009044311572579,0.015814,1,0
2023-04-20,2371,China,Semi,352.0,,,3.330984,,,0.074481,-0.0028017962437847,0.074481,1,0
2023-04-21,2371,China,Semi,337.27,,,2.545364,,,-0.041847,-0.0197541628544672,-0.041847,1,0
2023-04-24,2371,China,Semi,332.91,,,2.068641,,,-0.012927,-0.0124574766313426,-0.012927,1,0
2023-04-25,2371,China,Semi,330.88,,,2.493911,,,-0.006098,-0.0050286381805545,-0.006098,1,0
2023-04-26,2371,China,Semi,334.99,,,2.537664,,,0.012421,-0.0008669640066283,0.012421,1,0
2023-04-27,2371,China,Semi,336.3,,,2.216898,,,0.003911,0.0073448447124438,0.003911,1,0
2023-04-28,2371,China,Semi,334.52,,,2.119299,,,-0.005293,0.0101446394521456,-0.005293,1,0
2023-05-04,2371,China,Semi,322.32,,,1.72332,,,-0.03647,0.0002881131746339,-0.03647,1,0
2023-05-05,2371,China,Semi,322.13,,,1.47354,,,-0.000589,-0.003322929360221,-0.000589,1,0
2023-05-08,2371,China,Semi,301.23,,,2.935723,,,-0.064881,0.0113336887410931,-0.064881,1,0
2023-05-09,2371,China,Semi,301.18,,,1.572072,,,-0.000166,-0.0085994821796856,-0.000166,1,0
2023-05-10,2371,China,Semi,289.5,,,2.074374,,,-0.038781,-0.0077273867972217,-0.038781,1,0
2023-05-11,2371,China,Semi,289.7,,,1.067407,,,0.000691,-0.0015539217107027,0.000691,1,0
2023-05-12,2371,China,Semi,285.7,,,1.421051,,,-0.013807,-0.0133450914756346,-0.013807,1,0
2023-05-15,2371,China,Semi,288.72,,,1.356202,,,0.010571,0.0154035307805522,0.010571,1,0
2023-05-16,2371,China,Semi,296.95,,,1.845031,,,0.028505,-0.0051853598633118,0.028505,1,0
2023-05-17,2371,China,Semi,300.76,,,1.380497,,,0.01283,-0.0045450214728406,0.01283,1,0
2023-05-18,2371,China,Semi,301.24,,,0.918166,,,0.001596,-0.0010345828200553,0.001596,1,0
2023-05-19,2371,China,Semi,301.28,,,1.069507,,,0.000133,-0.0029187640411346,0.000133,1,0
2023-05-22,2371,China,Semi,297.31,,,0.702927,,,-0.013177,0.0062644666461518,-0.013177,1,0
2023-05-23,2371,China,Semi,291.48,,,0.849121,,,-0.019609,-0.0142444237975562,-0.019609,1,0
2023-05-24,2371,China,Semi,297.51,,,1.331596,,,0.020688,-0.0139199461514799,0.020688,1,0
2023-05-25,2371,China,Semi,299.16,,,0.845811,,,0.005546,-0.0022294309037823,0.005546,1,0
2023-05-26,2371,China,Semi,301.6,,,0.874241,,,0.008156,0.0001171207868532,0.008156,1,0
2023-05-29,2371,China,Semi,304.55,,,1.466612,,,0.009781,-0.0044266140788547,0.009781,1,0
2023-05-30,2371,China,Semi,305.11,,,1.422302,,,0.001839,0.0009935223737343,0.001839,1,0
2023-05-31,2371,China,Semi,303.45,,,0.984776,,,-0.005441,-0.0102694669238381,-0.005441,1,0
2023-06-01,2371,China,Semi,296.65,,,1.331044,,,-0.022409,0.0021892316733334,-0.022409,1,0
2023-06-02,2371,China,Semi,298.19,,,1.04492,,,0.005191,0.0143353963437261,0.005191,1,0
2023-06-05,2371,China,Semi,317.0,,,3.120594,,,0.063081,-0.0045639348872542,0.063081,1,0
2023-06-06,2371,China,Semi,309.5,,,1.746283,,,-0.023659,-0.0094313446499916,-0.023659,1,0
2023-06-07,2371,China,Semi,308.0,,,1.122421,,,-0.004847,-0.0049545313890562,-0.004847,1,0
2023-06-08,2371,China,Semi,301.9,,,1.042037,,,-0.019805,0.0081069850540921,-0.019805,1,0
2023-06-09,2371,China,Semi,307.0,,,1.318528,,,0.016893,0.0043140297469935,0.016893,1,0
2023-06-12,2371,China,Semi,315.8,,,1.463861,,,0.028664,0.0020124636810948,0.028664,1,0
2023-06-13,2371,China,Semi,320.5,,,1.259928,,,0.014883,0.0053117519261572,0.014883,1,0
2023-06-14,2371,China,Semi,316.6,,,1.071661,,,-0.012168,-0.0002282333455201,-0.012168,1,0
2023-06-15,2371,China,Semi,317.45,,,0.980878,,,0.002685,0.0157840906028848,0.002685,1,0
2023-06-16,2371,China,Semi,320.4,,,0.969887,,,0.009293,0.0095964026404577,0.009293,1,0
2023-06-19,2371,China,Semi,315.57,,,0.983509,,,-0.015075,-0.0082194371001955,-0.015075,1,0
2023-06-20,2371,China,Semi,310.97,,,1.031772,,,-0.014577,-0.0016982501924351,-0.014577,1,0
2023-06-21,2371,China,Semi,294.9,,,1.685562,,,-0.051677,-0.0154609943698706,-0.051677,1,0
2023-06-26,2371,China,Semi,298.15,,,1.095521,,,0.011021,-0.0141618019605091,0.011021,1,0
