date,ticker,market,industry,close,log_ret,volume,turnover,marketcap,beta,ret,ret_market,stock_ret,China,Software,event_day,actual_event_date,expected_ret,abnormal_ret,event
2022-09-20,300229,China,Software,11.28,,,1.151159,,,0.001776,0.0012304036390274,0.001776,1,1,-115,2023-03-15,0.00768382580652526,-0.00590782580652526,GPT4
2022-09-21,300229,China,Software,11.24,,,0.958745,,,-0.003546,-0.0074270069826516,-0.003546,1,1,-114,2023-03-15,0.0024233351579359052,-0.005969335157935905,GPT4
2022-09-22,300229,China,Software,11.36,,,1.569211,,,0.010676,-0.0088488035191141,0.010676,1,1,-113,2023-03-15,0.0015594108610417854,0.009116589138958214,GPT4
2022-09-23,300229,China,Software,10.93,,,1.31667,,,-0.037852,-0.0034491608379202,-0.037852,1,1,-112,2023-03-15,0.004840388404028617,-0.042692388404028614,GPT4
2022-09-26,300229,China,Software,10.53,,,1.594838,,,-0.036597,-0.005029195419341,-0.036597,1,1,-111,2023-03-15,0.0038803141389592826,-0.04047731413895928,GPT4
2022-09-27,300229,China,Software,10.65,,,1.325481,,,0.011396,0.0143923305847815,0.011396,1,1,-110,2023-03-15,0.015681389586413037,-0.004285389586413037,GPT4
2022-09-28,300229,China,Software,10.17,,,1.37922,,,-0.04507,-0.0164710261206409,-0.04507,1,1,-109,2023-03-15,-0.0030720698979269864,-0.04199793010207301,GPT4
2022-09-29,300229,China,Software,10.08,,,1.253938,,,-0.00885,-0.0004093600077959,-0.00885,1,1,-108,2023-03-15,0.006687458450631282,-0.015537458450631283,GPT4
2022-09-30,300229,China,Software,9.9,,,1.14612,,,-0.017857,-0.0058328043619269,-0.017857,1,1,-107,2023-03-15,0.0033920183294697632,-0.021249018329469765,GPT4
2022-10-10,300229,China,Software,9.76,,,0.964412,,,-0.014141,-0.0223102491780268,-0.014141,1,1,-106,2023-03-15,-0.0066201490674060275,-0.007520850932593973,GPT4
2022-10-11,300229,China,Software,9.74,,,1.011631,,,-0.002049,0.0018124157824932,-0.002049,1,1,-105,2023-03-15,0.00803747305416771,-0.01008647305416771,GPT4
2022-10-12,300229,China,Software,10.22,,,1.676976,,,0.049281,0.0150745806565951,0.049281,1,1,-104,2023-03-15,0.016095944270210494,0.033185055729789505,GPT4
2022-10-13,300229,China,Software,10.43,,,2.685006,,,0.020548,-0.0083941286666432,0.020548,1,1,-103,2023-03-15,0.0018356843236383936,0.018712315676361606,GPT4
2022-10-14,300229,China,Software,10.62,,,1.859575,,,0.018217,0.0236470029220339,0.018217,1,1,-102,2023-03-15,0.02130479355941682,-0.0030877935594168203,GPT4
2022-10-17,300229,China,Software,11.08,,,2.129029,,,0.043315,0.0010253767310732,0.043315,1,1,-101,2023-03-15,0.007559245585124939,0.03575575441487506,GPT4
2022-10-18,300229,China,Software,11.0,,,1.360122,,,-0.00722,-0.0021198030652958,-0.00722,1,1,-100,2023-03-15,0.0056481442604978584,-0.012868144260497857,GPT4
2022-10-19,300229,China,Software,10.94,,,1.216523,,,-0.005455,-0.0162143048728809,-0.005455,1,1,-99,2023-03-15,-0.002916078715095258,-0.0025389212849047417,GPT4
2022-10-20,300229,China,Software,10.91,,,1.49349,,,-0.002742,-0.0057378134945342,-0.002742,1,1,-98,2023-03-15,0.0034497375011086134,-0.006191737501108614,GPT4
2022-10-21,300229,China,Software,10.93,,,1.207124,,,0.001833,-0.0032100024629317,0.001833,1,1,-97,2023-03-15,0.004985707882350281,-0.003152707882350281,GPT4
2022-10-24,300229,China,Software,10.88,,,1.797776,,,-0.004575,-0.0296974238799339,-0.004575,1,1,-96,2023-03-15,-0.011108807990614375,0.006533807990614375,GPT4
2022-10-25,300229,China,Software,10.37,,,2.204665,,,-0.046875,-0.0016303931525011,-0.046875,1,1,-95,2023-03-15,0.005945523740585884,-0.052820523740585885,GPT4
2022-10-26,300229,China,Software,11.08,,,2.57606,,,0.068467,0.0080855895557667,0.068467,1,1,-94,2023-03-15,0.011849233107300237,0.05661776689269976,GPT4
2022-10-27,300229,China,Software,11.18,,,2.923533,,,0.009025,-0.0070685888044839,0.009025,1,1,-93,2023-03-15,0.0026411203083611667,0.006383879691638833,GPT4
2022-10-28,300229,China,Software,11.14,,,3.552645,,,-0.003578,-0.0250456627369028,-0.003578,1,1,-92,2023-03-15,-0.00828226469011413,0.0047042646901141304,GPT4
2022-10-31,300229,China,Software,11.87,,,5.874347,,,0.06553,-0.009255909279944,0.06553,1,1,-91,2023-03-15,0.0013120417409413906,0.06421795825905861,GPT4
2022-11-01,300229,China,Software,12.11,,,5.286654,,,0.020219,0.0351351212641948,0.020219,1,1,-90,2023-03-15,0.028285303292603647,-0.008066303292603647,GPT4
2022-11-02,300229,China,Software,12.9,,,6.713946,,,0.065235,0.0119345320473773,0.065235,1,1,-89,2023-03-15,0.0141879608018576,0.0510470391981424,GPT4
2022-11-03,300229,China,Software,12.33,,,4.564763,,,-0.044186,-0.0081652696677364,-0.044186,1,1,-88,2023-03-15,0.001974745606070814,-0.046160745606070815,GPT4
2022-11-04,300229,China,Software,12.33,,,3.176447,,,0.0,0.0321745465323323,0.0,1,1,-87,2023-03-15,0.02648637329240086,-0.02648637329240086,GPT4
2022-11-07,300229,China,Software,12.63,,,3.590247,,,0.024331,0.0021536714062327,0.024331,1,1,-86,2023-03-15,0.00824482974497372,0.016086170255026278,GPT4
2022-11-08,300229,China,Software,12.55,,,2.625389,,,-0.006334,-0.006903231322547,-0.006334,1,1,-85,2023-03-15,0.0027415962503506957,-0.009075596250350697,GPT4
2022-11-09,300229,China,Software,12.48,,,2.087037,,,-0.005578,-0.0093936655923869,-0.005578,1,1,-84,2023-03-15,0.0012283370600550065,-0.006806337060055006,GPT4
2022-11-10,300229,China,Software,13.06,,,5.51432,,,0.046474,-0.0077246758043791,0.046474,1,1,-83,2023-03-15,0.002242463056391709,0.04423153694360829,GPT4
2022-11-11,300229,China,Software,12.66,,,4.28713,,,-0.030628,0.0274965785166765,-0.030628,1,1,-82,2023-03-15,0.023643905945508983,-0.054271905945508986,GPT4
2022-11-14,300229,China,Software,12.88,,,2.761498,,,0.017378,0.0014712913615914,0.017378,1,1,-81,2023-03-15,0.007830196085963635,0.009547803914036366,GPT4
2022-11-15,300229,China,Software,13.05,,,4.228224,,,0.013199,0.0187880445371218,0.013199,1,1,-80,2023-03-15,0.01835235128046231,-0.005153351280462308,GPT4
2022-11-16,300229,China,Software,13.57,,,5.81191,,,0.039847,-0.0082030359090714,0.039847,1,1,-79,2023-03-15,0.001951797756181651,0.03789520224381835,GPT4
2022-11-17,300229,China,Software,13.76,,,4.795504,,,0.014001,-0.0041097376640134,0.014001,1,1,-78,2023-03-15,0.004439003005069201,0.009561996994930799,GPT4
2022-11-18,300229,China,Software,13.53,,,4.062518,,,-0.016715,-0.0044867469743072,-0.016715,1,1,-77,2023-03-15,0.0042099213502998865,-0.020924921350299885,GPT4
2022-11-21,300229,China,Software,13.39,,,2.961523,,,-0.010347,-0.008570466593736,-0.010347,1,1,-76,2023-03-15,0.001728536348683799,-0.012075536348683798,GPT4
2022-11-22,300229,China,Software,13.02,,,3.207312,,,-0.027633,0.0001183227878866,-0.027633,1,1,-75,2023-03-15,0.007008093630526553,-0.03464109363052655,GPT4
2022-11-23,300229,China,Software,12.72,,,3.249327,,,-0.023041,0.0010489054404143,-0.023041,1,1,-74,2023-03-15,0.00757354230280081,-0.03061454230280081,GPT4
2022-11-24,300229,China,Software,12.53,,,1.848749,,,-0.014937,-0.0044409772049624,-0.014937,1,1,-73,2023-03-15,0.004237732373034963,-0.019174732373034964,GPT4
2022-11-25,300229,China,Software,12.2,,,2.139537,,,-0.026337,0.0050362638085252,-0.026337,1,1,-72,2023-03-15,0.009996375448256253,-0.03633337544825625,GPT4
2022-11-28,300229,China,Software,12.0,,,1.764479,,,-0.016393,-0.011328899441765,-0.016393,1,1,-71,2023-03-15,5.243354659629877e-05,-0.0164454335465963,GPT4
2022-11-29,300229,China,Software,12.24,,,1.881963,,,0.02,0.0303861691021326,0.02,1,1,-70,2023-03-15,0.025399703945315037,-0.005399703945315037,GPT4
2022-11-30,300229,China,Software,12.24,,,1.814365,,,0.0,0.0011984743546364,0.0,1,1,-69,2023-03-15,0.00766442465885018,-0.00766442465885018,GPT4
2022-12-01,300229,China,Software,12.62,,,2.615876,,,0.031046,0.0107727022556604,0.031046,1,1,-68,2023-03-15,0.013481999744717175,0.017564000255282826,GPT4
2022-12-02,300229,China,Software,13.27,,,6.053255,,,0.051506,-0.0061349324765045,0.051506,1,1,-67,2023-03-15,0.0032084366338722913,0.04829756336612771,GPT4
2022-12-05,300229,China,Software,13.5,,,4.144893,,,0.017332,0.0194249416377961,0.017332,1,1,-66,2023-03-15,0.018739348200051766,-0.001407348200051766,GPT4
2022-12-06,300229,China,Software,13.23,,,2.114076,,,-0.02,0.0053877074495605,-0.02,1,1,-65,2023-03-15,0.010209922670163796,-0.030209922670163796,GPT4
2022-12-07,300229,China,Software,13.3,,,2.289465,,,0.005291,-0.0024618264885694,0.005291,1,1,-64,2023-03-15,0.005440321032704563,-0.00014932103270456302,GPT4
2022-12-08,300229,China,Software,12.53,,,3.021357,,,-0.057895,0.0001866722345375,-0.057895,1,1,-63,2023-03-15,0.007049624711892032,-0.06494462471189204,GPT4
2022-12-09,300229,China,Software,12.86,,,2.649663,,,0.026337,0.0098183316139603,0.026337,1,1,-62,2023-03-15,0.012902096808915575,0.013434903191084424,GPT4
2022-12-12,300229,China,Software,13.29,,,2.836689,,,0.033437,-0.0112684199109239,0.033437,1,1,-61,2023-03-15,8.918264171533987e-05,0.03334781735828466,GPT4
2022-12-13,300229,China,Software,12.61,,,2.037352,,,-0.051166,-0.0019652818460086,-0.051166,1,1,-60,2023-03-15,0.005742035778942584,-0.05690803577894259,GPT4
2022-12-14,300229,China,Software,12.68,,,1.573271,,,0.005551,0.0023302135568703,0.005551,1,1,-59,2023-03-15,0.008352101812003255,-0.002801101812003255,GPT4
2022-12-15,300229,China,Software,13.16,,,3.028329,,,0.037855,-0.0007327800501798,0.037855,1,1,-58,2023-03-15,0.006490939169881615,0.03136406083011838,GPT4
2022-12-16,300229,China,Software,12.59,,,2.227074,,,-0.043313,0.0005661368370848,-0.043313,1,1,-57,2023-03-15,0.007280198272556019,-0.05059319827255602,GPT4
2022-12-19,300229,China,Software,12.24,,,1.569657,,,-0.0278,-0.0155482977420259,-0.0278,1,1,-56,2023-03-15,-0.0025113937074344936,-0.025288606292565505,GPT4
2022-12-20,300229,China,Software,11.99,,,1.678968,,,-0.020425,-0.0166287232891807,-0.020425,1,1,-55,2023-03-15,-0.003167891214099206,-0.017257108785900793,GPT4
2022-12-21,300229,China,Software,11.52,,,1.839617,,,-0.039199,0.0003971510146457,-0.039199,1,1,-54,2023-03-15,0.00717751764695891,-0.04637651764695891,GPT4
2022-12-22,300229,China,Software,11.41,,,1.270013,,,-0.009549,0.001432192963163,-0.009549,1,1,-53,2023-03-15,0.007806438779270525,-0.017355438779270524,GPT4
2022-12-23,300229,China,Software,11.67,,,1.356482,,,0.022787,-0.0020377742790008,0.022787,1,1,-52,2023-03-15,0.005697987300417836,0.017089012699582164,GPT4
2022-12-26,300229,China,Software,11.8,,,1.002581,,,0.01114,0.0039808658425671,0.01114,1,1,-51,2023-03-15,0.009355085416735711,0.0017849145832642896,GPT4
2022-12-27,300229,China,Software,11.79,,,0.984519,,,-0.000847,0.0114767866245989,-0.000847,1,1,-50,2023-03-15,0.013909821572798676,-0.014756821572798676,GPT4
2022-12-28,300229,China,Software,11.5,,,0.969567,,,-0.024597,-0.0042762657510833,-0.024597,1,1,-49,2023-03-15,0.004337815769873835,-0.028934815769873834,GPT4
2022-12-29,300229,China,Software,11.63,,,1.28461,,,0.011304,-0.0037689138702355,0.011304,1,1,-48,2023-03-15,0.004646097303622603,0.006657902696377397,GPT4
2022-12-30,300229,China,Software,11.72,,,1.167434,,,0.007739,0.0038644853217209,0.007739,1,1,-47,2023-03-15,0.009284369279042491,-0.001545369279042491,GPT4
2023-01-03,300229,China,Software,12.9,,,3.81311,,,0.100683,0.0041922687413275,0.100683,1,1,-46,2023-03-15,0.009483539872763128,0.09119946012723687,GPT4
2023-01-04,300229,China,Software,13.13,,,3.794378,,,0.017829,0.0012978023366005,0.017829,1,1,-45,2023-03-15,0.007724779185520888,0.010104220814479113,GPT4
2023-01-05,300229,China,Software,13.14,,,2.26893,,,0.000762,0.0192411329059238,0.000762,1,1,-44,2023-03-15,0.01862766075014359,-0.01786566075014359,GPT4
2023-01-06,300229,China,Software,13.01,,,1.668513,,,-0.009893,0.0030973170508159,-0.009893,1,1,-43,2023-03-15,0.008818215865354976,-0.01871121586535498,GPT4
2023-01-09,300229,China,Software,13.17,,,2.377102,,,0.012298,0.0080638324656877,0.012298,1,1,-42,2023-03-15,0.011836012876228548,0.00046198712377145193,GPT4
2023-01-10,300229,China,Software,13.13,,,2.006097,,,-0.003037,0.0010843532686692,-0.003037,1,1,-41,2023-03-15,0.007595081418501382,-0.010632081418501383,GPT4
2023-01-11,300229,China,Software,12.8,,,2.156482,,,-0.025133,-0.0018543749603041,-0.025133,1,1,-40,2023-03-15,0.005809425979154613,-0.030942425979154614,GPT4
2023-01-12,300229,China,Software,12.93,,,1.795334,,,0.010156,0.0019526906141144,0.010156,1,1,-39,2023-03-15,0.008122708059439142,0.002033291940560858,GPT4
2023-01-13,300229,China,Software,12.78,,,1.487743,,,-0.011601,0.013966188993352,-0.011601,1,1,-38,2023-03-15,0.015422453750439588,-0.02702345375043959,GPT4
2023-01-16,300229,China,Software,12.91,,,2.252707,,,0.010172,0.0154860278611253,0.010172,1,1,-37,2023-03-15,0.016345951375845456,-0.006173951375845456,GPT4
2023-01-17,300229,China,Software,12.78,,,1.546919,,,-0.01007,-0.0001744971670389,-0.01007,1,1,-36,2023-03-15,0.006830167839326504,-0.016900167839326505,GPT4
2023-01-18,300229,China,Software,13.11,,,2.289156,,,0.025822,-0.0016759491248966,0.025822,1,1,-35,2023-03-15,0.00591784262700051,0.01990415737299949,GPT4
2023-01-19,300229,China,Software,13.33,,,3.290006,,,0.016781,0.006201565024374,0.016781,1,1,-34,2023-03-15,0.010704445842123465,0.006076554157876536,GPT4
2023-01-20,300229,China,Software,13.48,,,2.666064,,,0.011253,0.0061214926686871,0.011253,1,1,-33,2023-03-15,0.010655791585474635,0.0005972084145253655,GPT4
2023-01-30,300229,China,Software,16.18,,,20.43865,,,0.200297,0.0047282212876558,0.200297,1,1,-32,2023-03-15,0.009809199990002768,0.19048780000999724,GPT4
2023-01-31,300229,China,Software,16.6,,,22.447991,,,0.025958,-0.0106452116816851,0.025958,1,1,-31,2023-03-15,0.00046786181096084706,0.02549013818903915,GPT4
2023-02-01,300229,China,Software,18.19,,,22.812227,,,0.095783,0.0093562223807869,0.095783,1,1,-30,2023-03-15,0.012621306003677783,0.08316169399632221,GPT4
2023-02-02,300229,China,Software,17.4,,,19.056543,,,-0.04343,-0.0035296336716387,-0.04343,1,1,-29,2023-03-15,0.004791490805457791,-0.048221490805457796,GPT4
2023-02-03,300229,China,Software,18.41,,,17.216422,,,0.058046,-0.0094961760885253,0.058046,1,1,-28,2023-03-15,0.0011660487466223553,0.05687995125337764,GPT4
2023-02-06,300229,China,Software,20.0,,,18.56579,,,0.086366,-0.0133085596678949,0.086366,1,1,-27,2023-03-15,-0.0011504647057821882,0.08751646470578218,GPT4
2023-02-07,300229,China,Software,19.2,,,18.803262,,,-0.04,0.001798289030231,-0.04,1,1,-26,2023-03-15,0.008028889234892214,-0.048028889234892215,GPT4
2023-02-08,300229,China,Software,19.5,,,14.964914,,,0.015625,-0.0044289349204184,0.015625,1,1,-25,2023-03-15,0.004245049610024131,0.011379950389975869,GPT4
2023-02-09,300229,China,Software,19.56,,,13.189068,,,0.003077,0.013334183999665,0.003077,1,1,-24,2023-03-15,0.015038429415169297,-0.011961429415169297,GPT4
2023-02-10,300229,China,Software,20.4,,,18.524886,,,0.042945,-0.0059600764836294,0.042945,1,1,-23,2023-03-15,0.003314684143152483,0.039630315856847516,GPT4
2023-02-13,300229,China,Software,23.98,,,23.256987,,,0.17549,0.0090338854290023,0.17549,1,1,-22,2023-03-15,0.012425444839796792,0.1630645551602032,GPT4
2023-02-14,300229,China,Software,22.54,,,16.957062,,,-0.06005,0.0004140495065466,-0.06005,1,1,-21,2023-03-15,0.0071877856546236196,-0.06723778565462361,GPT4
2023-02-15,300229,China,Software,23.62,,,19.984359,,,0.047915,-0.0052245988618019,0.047915,1,1,-20,2023-03-15,0.0037615814108160977,0.0441534185891839,GPT4
2023-02-16,300229,China,Software,24.47,,,21.578352,,,0.035986,-0.0073507327365869,0.035986,1,1,-19,2023-03-15,0.0024696815743975213,0.03351631842560247,GPT4
2023-02-17,300229,China,Software,22.86,,,16.117716,,,-0.065795,-0.0145133050130981,-0.065795,1,1,-18,2023-03-15,-0.0018825024823551448,-0.06391249751764486,GPT4
2023-02-20,300229,China,Software,23.7,,,15.978512,,,0.036745,0.0242379731101393,0.036745,1,1,-17,2023-03-15,0.02166388397154754,0.015081116028452461,GPT4
2023-02-21,300229,China,Software,21.8,,,18.359325,,,-0.080169,0.0026248395687452,-0.080169,1,1,-16,2023-03-15,0.008531125015132611,-0.08870012501513261,GPT4
2023-02-22,300229,China,Software,23.86,,,23.152209,,,0.094495,-0.0090660219656441,0.094495,1,1,-15,2023-03-15,0.0014274227116278255,0.09306757728837217,GPT4
2023-02-23,300229,China,Software,22.03,,,16.002177,,,-0.076697,-0.0008050572153285,-0.076697,1,1,-14,2023-03-15,0.006447021494264013,-0.08314402149426402,GPT4
2023-02-24,300229,China,Software,23.23,,,16.706191,,,0.054471,-0.0104352709388476,0.054471,1,1,-13,2023-03-15,0.0005954278191722482,0.05387557218082775,GPT4
2023-02-27,300229,China,Software,22.63,,,14.060648,,,-0.025829,-0.0042448511527945,-0.025829,1,1,-12,2023-03-15,0.0043569041795322155,-0.030185904179532215,GPT4
2023-02-28,300229,China,Software,24.2,,,21.714692,,,0.069377,0.0063143420399151,0.069377,1,1,-11,2023-03-15,0.010772972386786159,0.05860402761321384,GPT4
2023-03-01,300229,China,Software,23.72,,,28.561006,,,-0.019835,0.0140266300931643,-0.019835,1,1,-10,2023-03-15,0.015459179493764836,-0.035294179493764836,GPT4
2023-03-02,300229,China,Software,25.0,,,22.526374,,,0.053963,-0.0022327134160456,0.053963,1,1,-9,2023-03-15,0.0055795366975435355,0.048383463302456464,GPT4
2023-03-03,300229,China,Software,24.53,,,21.690821,,,-0.0188,0.00310682865412,-0.0188,1,1,-8,2023-03-15,0.008823995387942136,-0.027623995387942135,GPT4
2023-03-06,300229,China,Software,23.61,,,15.176037,,,-0.037505,-0.0052286885371904,-0.037505,1,1,-7,2023-03-15,0.003759096406918616,-0.04126409640691861,GPT4
2023-03-07,300229,China,Software,23.51,,,12.701835,,,-0.004235,-0.0147487394336174,-0.004235,1,1,-6,2023-03-15,-0.0020255591792844203,-0.0022094408207155797,GPT4
2023-03-08,300229,China,Software,22.71,,,14.724971,,,-0.034028,-0.0036481725389018,-0.034028,1,1,-5,2023-03-15,0.0047194631946649735,-0.038747463194664974,GPT4
2023-03-09,300229,China,Software,23.57,,,19.387545,,,0.037869,-0.0035403743405525,0.037869,1,1,-4,2023-03-15,0.0047849644674048,0.0330840355325952,GPT4
2023-03-10,300229,China,Software,22.56,,,15.288122,,,-0.042851,-0.0132006655605223,-0.042851,1,1,-3,2023-03-15,-0.0010849051559728966,-0.0417660948440271,GPT4
2023-03-13,300229,China,Software,23.42,,,15.556342,,,0.038121,0.0104193351145107,0.038121,1,1,-2,2023-03-15,0.01326728374904961,0.02485371625095039,GPT4
2023-03-14,300229,China,Software,22.62,,,13.786911,,,-0.034159,-0.006002483561914,-0.034159,1,1,-1,2023-03-15,0.0032889163878156253,-0.037447916387815625,GPT4
2023-03-15,300229,China,Software,21.26,,,13.534868,,,-0.060124,0.0005534649530276,-0.060124,1,1,0,2023-03-15,0.00727249847287042,-0.06739649847287042,GPT4
2023-03-16,300229,China,Software,21.2,,,10.518351,,,-0.002822,-0.0120492703557949,-0.002822,1,1,1,2023-03-15,-0.0003852844527418367,-0.002436715547258163,GPT4
2023-03-17,300229,China,Software,22.4,,,13.350785,,,0.056604,0.004980530606346,0.056604,1,1,2,2023-03-15,0.009962510358370664,0.04664148964162934,GPT4
2023-03-20,300229,China,Software,22.59,,,15.14398,,,0.008482,-0.0049993165566895,0.008482,1,1,3,2023-03-15,0.003898469391659797,0.0045835306083402035,GPT4
2023-03-21,300229,China,Software,24.43,,,17.712736,,,0.081452,0.0109326964026168,0.081452,1,1,4,2023-03-15,0.013579216770762539,0.06787278322923745,GPT4
2023-03-22,300229,China,Software,25.14,,,17.938788,,,0.029063,0.0042759731147284,0.029063,1,1,5,2023-03-15,0.009534401047398746,0.019528598952601253,GPT4
2023-03-23,300229,China,Software,27.38,,,21.262163,,,0.089101,0.0098643176525631,0.089101,1,1,6,2023-03-15,0.01293003924304593,0.07617096075695406,GPT4
2023-03-24,300229,China,Software,28.73,,,20.288633,,,0.049306,-0.0029863143767404,0.049306,1,1,7,2023-03-15,0.005121627170117872,0.04418437282988213,GPT4
2023-03-27,300229,China,Software,29.3,,,20.386821,,,0.01984,-0.0036243483470536,0.01984,1,1,8,2023-03-15,0.004733939455975003,0.015106060544024996,GPT4
2023-03-28,300229,China,Software,29.92,,,19.131874,,,0.02116,-0.0032356525839632,0.02116,1,1,9,2023-03-15,0.0049701221341724704,0.016189877865827533,GPT4
2023-03-29,300229,China,Software,29.6,,,20.208991,,,-0.010695,0.001656078909945,-0.010695,1,1,10,2023-03-15,0.007942478292799903,-0.0186374782927999,GPT4
2023-03-30,300229,China,Software,29.06,,,18.37304,,,-0.018243,0.0080505912349531,-0.018243,1,1,11,2023-03-15,0.011827967125195234,-0.030070967125195233,GPT4
2023-03-31,300229,China,Software,31.65,,,19.492034,,,0.089126,0.0030657230457501,0.089126,1,1,12,2023-03-15,0.008799018443000543,0.08032698155699945,GPT4
2023-04-03,300229,China,Software,33.8,,,20.446949,,,0.06793,0.0097383387588878,0.06793,1,1,13,2023-03-15,0.012853490859117016,0.05507650914088299,GPT4
2023-04-04,300229,China,Software,33.6,,,15.646591,,,-0.005917,0.0030601684455057,-0.005917,1,1,14,2023-03-15,0.008795643308804049,-0.01471264330880405,GPT4
2023-04-06,300229,China,Software,30.16,,,19.439483,,,-0.102381,-0.0015768786321101,-0.102381,1,1,15,2023-03-15,0.005978040695872221,-0.10835904069587222,GPT4
2023-04-07,300229,China,Software,30.25,,,14.743066,,,0.002984,0.0064818376021907,0.002984,1,1,16,2023-03-15,0.010874747487625736,-0.007890747487625735,GPT4
2023-04-10,300229,China,Software,26.98,,,15.360614,,,-0.108099,-0.0044890190855494,-0.108099,1,1,17,2023-03-15,0.004208540750434123,-0.11230754075043413,GPT4
2023-04-11,300229,China,Software,27.65,,,11.428554,,,0.024833,-0.0011368734283516,0.024833,1,1,18,2023-03-15,0.006245400459761225,0.018587599540238777,GPT4
2023-04-12,300229,China,Software,27.87,,,13.966604,,,0.007957,-0.0006977791875518,0.007957,1,1,19,2023-03-15,0.0065122066964658455,0.001444793303534155,GPT4
2023-04-13,300229,China,Software,27.5,,,12.228483,,,-0.013276,-0.0069331833991617,-0.013276,1,1,20,2023-03-15,0.0027233965107492366,-0.015999396510749237,GPT4
2023-04-14,300229,China,Software,26.79,,,12.546061,,,-0.025818,0.0056414956770505,-0.025818,1,1,21,2023-03-15,0.010364131665875529,-0.03618213166587553,GPT4
2023-04-17,300229,China,Software,25.9,,,9.296344,,,-0.033221,0.0139262857802164,-0.033221,1,1,22,2023-03-15,0.015398207415279875,-0.04861920741527988,GPT4
2023-04-18,300229,China,Software,26.62,,,11.099709,,,0.027799,0.0030435270628399,0.027799,1,1,23,2023-03-15,0.00878553152807439,0.01901346847192561,GPT4
2023-04-19,300229,China,Software,26.06,,,10.834116,,,-0.021037,-0.009044311572579,-0.021037,1,1,24,2023-03-15,0.0014406145682564313,-0.02247761456825643,GPT4
2023-04-20,300229,China,Software,27.5,,,14.041899,,,0.055257,-0.0028017962437847,0.055257,1,1,25,2023-03-15,0.005233745672442113,0.05002325432755789,GPT4
2023-04-21,300229,China,Software,26.18,,,12.707695,,,-0.048,-0.0197541628544672,-0.048,1,1,26,2023-03-15,-0.005066997808945255,-0.042933002191054746,GPT4
2023-04-24,300229,China,Software,25.01,,,11.586831,,,-0.044691,-0.0124574766313426,-0.044691,1,1,27,2023-03-15,-0.0006333222771043494,-0.04405767772289565,GPT4
2023-04-25,300229,China,Software,25.98,,,11.320348,,,0.038784,-0.0050286381805545,0.038784,1,1,28,2023-03-15,0.0038806527332057045,0.034903347266794296,GPT4
2023-04-26,300229,China,Software,22.47,,,16.053705,,,-0.135104,-0.0008669640066283,-0.135104,1,1,29,2023-03-15,0.006409405154812435,-0.14151340515481245,GPT4
2023-04-27,300229,China,Software,21.94,,,9.499255,,,-0.023587,0.0073448447124438,-0.023587,1,1,30,2023-03-15,0.011399135324998767,-0.034986135324998766,GPT4
2022-09-13,300308,China,Software,29.02,,,0.974477,,,-0.010569,0.0042238227249835,-0.010569,1,1,-120,2023-03-15,0.004799635842767252,-0.015368635842767252,GPT4
2022-09-14,300308,China,Software,28.62,,,0.907698,,,-0.013784,-0.0111922272701104,-0.013784,1,1,-119,2023-03-15,-0.005575955566526324,-0.008208044433473675,GPT4
2022-09-15,300308,China,Software,27.0,,,2.243469,,,-0.056604,-0.009450822016788,-0.056604,1,1,-118,2023-03-15,-0.0044039232111421165,-0.05220007678885789,GPT4
2022-09-16,300308,China,Software,26.33,,,1.386653,,,-0.024815,-0.0237293418161428,-0.024815,1,1,-117,2023-03-15,-0.014013913280891598,-0.010801086719108403,GPT4
2022-09-19,300308,China,Software,26.83,,,1.288243,,,0.01899,-0.0011914996582425,0.01899,1,1,-116,2023-03-15,0.0011549167081097843,0.017835083291890215,GPT4
2022-09-20,300308,China,Software,26.95,,,1.008298,,,0.004473,0.0012304036390274,0.004473,1,1,-115,2023-03-15,0.0027849502804769256,0.0016880497195230749,GPT4
2022-09-21,300308,China,Software,26.92,,,0.767751,,,-0.001113,-0.0074270069826516,-0.001113,1,1,-114,2023-03-15,-0.003041818269288176,0.0019288182692881759,GPT4
2022-09-22,300308,China,Software,26.85,,,0.70205,,,-0.0026,-0.0088488035191141,-0.0026,1,1,-113,2023-03-15,-0.003998741731146333,0.001398741731146333,GPT4
2022-09-23,300308,China,Software,27.1,,,1.789706,,,0.009311,-0.0034491608379202,0.009311,1,1,-112,2023-03-15,-0.00036457563580544194,0.009675575635805442,GPT4
2022-09-26,300308,China,Software,26.72,,,1.200597,,,-0.014022,-0.005029195419341,-0.014022,1,1,-111,2023-03-15,-0.0014279993555386867,-0.012594000644461313,GPT4
2022-09-27,300308,China,Software,27.56,,,1.101666,,,0.031437,0.0143923305847815,0.031437,1,1,-110,2023-03-15,0.011643430642928814,0.019793569357071186,GPT4
2022-09-28,300308,China,Software,26.96,,,0.967773,,,-0.021771,-0.0164710261206409,-0.021771,1,1,-109,2023-03-15,-0.009128789140780663,-0.012642210859219336,GPT4
2022-09-29,300308,China,Software,26.8,,,0.932496,,,-0.005935,-0.0004093600077959,-0.005935,1,1,-108,2023-03-15,0.0016813266147087018,-0.007616326614708702,GPT4
2022-09-30,300308,China,Software,26.08,,,0.739517,,,-0.026866,-0.0058328043619269,-0.026866,1,1,-107,2023-03-15,-0.0019688589170852094,-0.02489714108291479,GPT4
2022-10-10,300308,China,Software,25.39,,,0.998722,,,-0.026457,-0.0223102491780268,-0.026457,1,1,-106,2023-03-15,-0.013058809646062052,-0.01339819035393795,GPT4
